TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
9957,female,17,5,0,4,3,1,5,3,0
9958,female,7,8,7,4,5,6,0,3,0
9959,female,7,0,9,1,5,5,3,3,1
9960,male,0,4,0,2,1,5,2,2,2
9961,female,8,7,2,0,6,2,5,2,1
9962,female,9,0,1,6,7,5,6,3,0
9963,male,15,2,7,2,5,3,6,1,0
9964,male,15,3,9,2,0,8,4,4,2
9965,female,4,1,0,4,6,1,1,4,3
9966,female,5,3,5,6,0,5,0,3,3
9967,male,16,5,6,6,5,2,3,1,1
9968,male,13,10,9,0,3,0,0,3,3
9969,female,17,1,7,1,0,4,3,2,3
9970,female,4,4,2,2,5,3,4,3,1
9971,male,2,9,4,2,2,0,4,1,0
9972,female,8,2,9,2,7,5,4,1,1
9973,female,1,7,7,1,0,7,6,1,0
9974,female,11,3,0,3,4,8,4,3,1
9975,female,2,9,3,3,4,6,2,2,3
9976,male,10,10,9,3,6,3,6,1,3
9977,male,17,3,9,0,5,4,4,3,1
9978,male,4,11,6,7,4,5,1,1,2
9979,male,11,11,2,3,2,5,2,1,0
9980,female,17,1,2,4,1,4,6,1,1
9981,male,15,0,7,3,3,4,6,2,1
9982,male,11,7,8,5,2,7,6,0,3
9983,female,19,11,4,2,4,9,3,2,1
9984,male,9,5,5,1,1,9,6,0,0
9985,male,19,5,3,5,6,5,4,4,0
9986,female,16,2,9,4,6,5,2,4,2
9987,male,11,3,2,3,7,7,4,3,1
9988,male,15,5,5,6,3,2,3,4,1
9989,male,15,9,8,4,5,6,5,2,0
9990,male,5,4,6,0,7,4,6,3,0
9991,male,13,7,5,4,7,8,0,4,0
9992,female,3,11,3,2,0,9,5,0,3
9993,female,13,11,3,1,4,9,1,1,1
9994,male,5,7,5,7,4,6,6,0,0
9995,female,19,3,4,0,3,7,0,3,0
9996,male,8,4,0,3,0,3,6,3,2
9997,male,8,8,2,4,1,3,0,4,1
9998,male,17,10,2,0,3,8,6,1,3
9999,female,0,5,1,3,1,1,4,3,0
10000,female,16,5,6,6,1,8,0,3,1
10001,female,15,7,1,3,0,3,1,1,0
10002,male,0,3,8,0,1,4,3,0,2
10003,male,17,11,7,2,3,9,2,1,1
10004,female,12,4,4,4,5,9,4,4,0
10005,female,1,3,4,0,7,9,4,2,0
10006,female,8,4,4,4,1,0,6,2,2
10007,male,10,11,9,7,2,6,4,4,3
10008,male,6,10,4,4,5,3,6,3,2
10009,male,7,4,5,4,1,7,5,1,0
10010,female,8,8,5,1,4,9,3,3,0
10011,male,18,4,3,4,4,1,1,1,2
10012,female,18,10,3,3,4,4,3,2,3
10013,male,4,7,1,7,6,7,1,1,0
10014,male,17,3,7,2,2,0,3,2,1
10015,male,0,6,6,2,0,2,2,1,1
10016,male,1,7,7,2,6,6,1,2,0
10017,male,14,8,3,1,7,8,6,0,0
10018,male,17,10,5,0,3,4,3,4,1
10019,male,7,1,4,3,6,8,5,3,1
10020,female,13,3,7,7,2,1,0,2,2
10021,female,3,5,3,2,7,2,0,0,3
10022,female,5,7,0,5,6,6,1,4,0
10023,male,12,4,5,6,5,1,6,2,1
10024,female,2,7,9,3,2,5,2,1,1
10025,male,18,4,5,2,3,3,3,3,0
10026,male,16,6,7,7,1,9,4,0,0
10027,female,11,1,3,6,1,3,1,1,3
10028,female,0,7,8,2,3,9,2,0,3
10029,male,1,11,8,7,4,6,0,0,0
10030,male,19,2,9,5,2,9,6,3,1
10031,female,1,0,6,6,0,0,0,1,2
10032,female,1,3,4,4,5,4,3,4,1
10033,male,12,5,6,6,3,4,2,2,3
10034,male,18,6,2,0,4,6,5,1,2
10035,female,6,1,6,0,7,6,1,2,3
10036,male,11,4,7,7,4,3,1,1,1
10037,female,4,2,3,0,3,8,6,0,2
10038,male,12,9,6,4,7,8,0,2,0
10039,female,10,4,1,6,1,7,5,3,3
10040,female,17,10,6,1,3,7,6,0,2
10041,male,14,4,7,0,0,6,3,1,3
10042,male,16,11,6,0,1,1,5,3,0
10043,female,0,2,9,2,4,5,5,0,1
10044,male,11,6,2,7,7,0,1,4,3
10045,male,18,2,8,6,1,9,5,2,2
10046,female,8,3,8,1,0,7,3,0,0
10047,male,16,1,8,5,2,4,1,2,3
10048,male,10,9,4,0,5,3,1,1,1
10049,female,4,1,0,4,3,1,3,2,1
10050,female,17,3,4,0,3,1,0,1,1
10051,female,15,8,6,7,1,9,1,4,1
10052,female,3,8,9,2,4,6,6,2,3
10053,female,14,0,1,4,4,1,0,3,3
10054,female,3,2,3,7,5,1,0,2,1
10055,male,1,10,7,0,2,4,4,1,2
10056,male,3,5,7,3,6,7,6,2,1
10057,male,16,4,6,4,4,9,0,2,2
10058,female,0,5,5,6,5,6,4,0,1
10059,female,18,7,0,2,0,0,4,1,1
10060,male,7,3,3,3,7,7,2,1,0
10061,male,6,11,9,4,4,3,5,3,1
10062,male,15,2,8,6,5,1,3,0,0
10063,female,13,2,9,0,0,5,4,4,1
10064,female,7,8,6,6,4,5,2,4,2
10065,female,6,10,2,7,1,1,6,1,2
10066,female,4,5,7,1,0,9,4,1,2
10067,male,14,9,6,2,6,3,2,0,1
10068,male,5,8,3,6,2,4,5,4,0
10069,male,13,2,2,5,2,5,3,0,2
10070,male,15,6,9,5,3,8,5,2,2
10071,male,12,1,9,3,4,4,0,2,1
10072,female,19,6,5,0,4,1,1,3,0
10073,female,15,6,7,4,4,7,4,3,1
10074,male,5,5,8,1,0,2,5,2,1
10075,male,15,9,2,6,2,4,6,1,1
10076,male,13,10,3,2,5,7,2,4,0
10077,male,17,5,8,7,3,1,4,2,1
10078,female,17,2,5,6,7,4,0,3,3
10079,male,6,7,5,1,6,3,6,3,2
10080,male,12,4,8,5,1,5,5,4,3
10081,male,3,7,7,0,5,5,3,0,2
10082,male,6,4,3,7,4,5,4,1,2
10083,female,1,0,9,2,6,4,3,1,2
10084,female,0,3,2,0,6,9,1,3,3
10085,male,9,4,2,5,6,9,3,0,0
10086,female,7,9,6,4,7,3,2,3,3
10087,male,18,0,2,3,0,2,1,0,2
10088,male,3,0,0,2,3,7,5,3,3
10089,male,15,10,0,6,0,9,5,1,0
10090,female,0,10,8,0,6,3,3,0,0
10091,female,10,7,8,7,7,0,0,1,1
10092,male,11,8,6,6,2,7,6,1,3
10093,male,16,6,5,2,4,1,1,2,1
10094,male,2,4,5,4,0,2,3,0,0
10095,female,12,7,0,7,5,0,6,0,1
10096,female,2,5,3,4,5,5,5,0,2
10097,female,13,9,7,3,7,4,3,2,1
10098,female,13,4,2,7,4,7,3,4,2
10099,female,0,7,3,3,1,0,4,4,1
10100,female,11,7,8,5,2,8,2,0,1
10101,male,9,1,8,7,4,6,6,0,2
10102,female,1,5,1,1,5,0,1,1,3
10103,female,2,0,6,4,6,6,6,0,2
10104,male,0,10,1,5,5,4,4,0,0
10105,male,2,6,8,3,1,5,1,3,0
10106,male,19,4,4,6,7,8,3,0,2
10107,male,9,3,6,1,2,4,2,0,0
10108,female,19,3,5,4,4,4,1,4,1
10109,female,5,9,1,2,0,4,5,2,2
10110,female,2,1,3,4,1,5,1,2,2
10111,male,9,5,9,6,6,2,3,4,1
10112,female,17,1,0,4,0,4,3,3,0
10113,male,7,8,8,7,3,2,4,4,3
10114,female,17,4,9,2,0,1,0,2,0
10115,male,13,6,6,6,7,3,1,1,1
10116,male,8,9,3,5,1,7,2,4,0
10117,male,11,2,3,1,4,2,5,0,2
10118,male,9,9,4,6,1,7,4,3,0
10119,male,19,3,7,6,0,7,6,1,0
10120,male,9,0,6,7,0,2,0,4,3
10121,male,13,0,8,6,2,7,1,2,0
10122,female,9,1,6,2,1,0,1,3,2
10123,male,11,2,1,5,1,3,3,0,3
10124,male,7,11,9,7,2,6,2,3,0
10125,female,11,6,9,4,2,1,0,1,0
10126,male,5,2,5,6,7,7,2,2,2
10127,male,3,9,4,6,5,4,0,0,2
10128,male,4,9,4,5,4,2,6,4,2
10129,female,1,5,5,5,7,2,0,2,1
10130,female,0,2,8,5,3,5,1,0,1
10131,female,14,8,1,0,1,9,6,0,1
10132,male,5,8,9,1,7,8,1,4,0
10133,female,17,1,8,6,3,7,0,0,0
10134,female,12,4,8,6,0,6,4,4,3
10135,male,3,9,4,6,2,4,2,0,1
10136,male,10,10,5,3,3,5,3,1,3
10137,female,8,5,6,2,0,4,6,3,2
10138,male,5,7,7,3,1,8,2,4,0
10139,male,17,8,6,7,7,8,2,3,1
10140,male,7,8,3,7,0,6,4,1,0
10141,male,17,3,3,2,4,2,5,0,3
10142,male,5,9,8,0,0,3,1,3,1
10143,male,11,5,3,2,4,1,3,3,0
10144,male,16,0,6,0,7,3,1,4,3
10145,male,3,0,3,3,3,4,4,1,1
10146,female,8,9,9,0,2,8,1,4,1
10147,male,1,6,0,6,0,1,2,1,0
10148,female,14,11,3,4,5,7,2,4,1
10149,female,15,4,6,5,1,1,4,0,1
10150,female,3,5,2,7,2,6,0,1,1
10151,female,7,4,4,1,3,2,6,0,2
10152,male,7,3,3,6,5,7,1,1,2
10153,male,1,1,5,5,5,1,4,4,3
10154,male,17,10,2,0,2,7,1,2,2
10155,male,1,4,1,7,2,6,0,3,1
10156,female,17,0,4,4,5,8,1,1,3
10157,female,19,0,1,6,6,0,5,4,2
10158,female,11,7,0,7,4,5,5,4,1
10159,female,14,7,7,5,7,0,6,2,1
10160,male,5,8,1,3,0,8,4,2,3
10161,female,14,5,1,4,1,0,2,4,2
10162,male,19,4,5,5,4,7,0,3,0
10163,male,9,11,1,0,6,7,3,2,2
10164,female,8,5,0,0,3,5,2,0,3
10165,male,3,0,8,0,6,5,4,3,3
10166,female,9,4,4,3,6,3,5,3,2
10167,male,10,3,1,0,5,1,1,1,2
10168,male,17,1,0,2,5,5,3,2,2
10169,female,1,2,0,0,1,1,4,1,0
10170,female,2,4,4,0,5,5,0,4,1
10171,male,18,11,0,6,5,1,4,4,1
10172,male,18,5,2,5,1,6,2,2,1
10173,male,18,0,9,0,6,0,3,2,2
10174,female,17,10,7,6,3,2,2,2,1
10175,male,5,11,9,7,2,8,3,0,3
10176,female,16,8,9,0,4,0,4,1,0
10177,male,8,11,2,1,1,3,2,1,3
10178,female,19,5,6,6,0,8,6,4,1
10179,male,19,1,7,4,0,0,4,2,1
10180,female,3,4,6,2,0,2,4,4,1
10181,female,9,10,9,2,4,8,5,2,3
10182,female,1,5,2,0,3,3,5,4,3
10183,female,18,5,4,2,3,6,3,1,1
10184,female,1,4,4,7,7,1,1,2,3
10185,male,7,9,6,6,2,3,1,2,2
10186,female,14,10,7,3,7,1,2,3,0
10187,female,17,6,1,1,1,2,1,4,3
10188,male,17,8,7,2,7,0,5,2,3
10189,male,14,0,9,7,2,1,6,3,2
10190,female,2,11,0,7,4,8,5,0,2
10191,female,10,6,7,7,1,3,6,0,2
10192,male,6,7,1,6,7,7,1,3,3
10193,male,11,6,4,5,3,7,4,4,0
10194,male,4,4,5,3,4,5,5,2,0
10195,male,11,5,3,5,6,2,3,4,2
10196,female,3,10,6,6,2,6,2,0,2
10197,female,11,2,6,4,3,1,3,0,0
10198,female,16,2,7,7,6,0,0,2,0
10199,male,10,3,7,1,1,5,1,3,1
10200,male,2,1,6,4,1,2,2,4,3
10201,male,12,6,4,7,2,9,0,2,2
10202,male,7,1,3,3,0,7,5,0,1
10203,male,1,8,6,3,5,9,1,3,3
10204,female,12,8,4,6,2,9,3,3,2
10205,female,18,3,6,6,3,8,2,1,1
10206,male,18,9,7,0,5,8,4,4,3
10207,female,6,4,7,3,4,3,5,4,3
10208,male,3,7,5,3,2,6,3,2,2
10209,female,8,7,9,5,5,1,3,2,1
10210,female,8,3,3,4,0,7,0,1,3
10211,female,18,4,2,1,6,3,4,4,1
10212,female,9,11,5,3,3,2,0,3,0
10213,female,2,0,9,2,5,7,5,1,2
10214,male,4,11,6,5,6,5,1,1,0
10215,female,9,7,4,5,6,8,0,2,3
10216,female,2,7,8,2,7,8,1,3,2
10217,female,9,10,0,1,3,4,0,4,2
10218,male,0,10,9,5,0,1,4,2,0
10219,male,10,7,9,1,6,7,0,0,2
10220,female,16,6,3,3,4,8,6,1,2
10221,female,15,11,5,6,0,1,1,4,3
10222,female,3,11,4,1,7,5,4,3,1
10223,male,15,2,0,7,0,3,4,2,3
10224,female,5,8,0,3,5,8,1,2,3
10225,female,3,9,7,3,2,8,2,3,2
10226,female,18,7,7,4,5,6,5,3,3
10227,female,15,3,1,6,7,7,6,1,0
10228,male,5,2,7,1,2,1,2,2,0
10229,male,6,5,1,4,1,5,6,3,2
10230,male,12,5,2,6,0,8,2,1,2
10231,male,0,4,4,0,2,0,6,3,3
10232,female,12,5,2,1,0,7,1,2,1
10233,female,9,6,9,3,7,3,3,2,3
10234,female,8,9,6,5,2,1,3,0,0
10235,female,10,11,2,0,3,9,3,1,0
10236,female,19,6,8,5,4,3,5,1,0
10237,female,5,10,1,4,2,6,5,4,3
10238,female,0,0,1,6,2,6,6,4,3
10239,female,10,6,6,7,4,8,6,0,0
10240,female,9,9,7,1,7,1,3,0,3
10241,male,4,8,8,1,4,0,2,0,0
10242,female,10,3,7,5,7,8,3,2,1
10243,male,19,1,9,3,7,7,3,4,1
10244,female,10,8,8,2,3,7,6,4,1
10245,female,19,4,8,3,1,0,3,2,0
10246,female,14,5,9,6,7,9,6,0,1
10247,male,6,3,6,6,6,3,6,0,3
10248,male,16,8,4,0,2,0,2,1,2
10249,female,19,2,4,1,2,9,3,4,0
10250,male,2,7,1,6,5,3,3,4,1
10251,male,5,7,1,1,0,6,3,3,0
10252,female,15,1,2,2,3,9,5,1,1
10253,male,18,6,0,7,0,0,0,3,3
10254,male,12,10,3,7,7,8,4,2,2
10255,female,13,7,5,7,0,4,0,1,1
10256,male,18,3,7,7,3,0,3,2,1
10257,female,17,1,7,3,4,2,6,0,0
10258,female,5,5,5,5,7,6,0,4,0
10259,female,14,6,4,1,6,2,0,2,0
10260,male,15,8,3,7,7,3,2,0,1
10261,female,4,1,7,4,2,5,4,3,1
10262,male,10,5,4,1,0,6,5,3,2
10263,male,4,4,2,6,1,2,6,4,1
10264,female,11,5,8,2,3,8,5,2,1
10265,male,0,11,4,7,5,6,6,2,1
10266,male,10,10,8,6,7,8,1,2,1
10267,male,17,2,7,6,3,1,6,1,0
10268,male,6,11,9,6,7,0,5,4,1
10269,male,8,11,8,2,4,7,1,1,2
10270,male,2,6,7,6,2,8,4,1,1
10271,male,15,8,2,3,4,8,4,1,0
10272,male,11,10,6,2,3,3,3,0,3
10273,male,1,2,0,0,6,5,1,1,0
10274,female,3,5,2,6,3,6,0,0,0
10275,female,11,1,6,7,0,0,3,1,2
10276,male,5,2,8,5,3,6,3,1,1
10277,male,0,8,9,3,0,1,4,4,3
10278,female,19,0,4,0,1,6,0,0,1
10279,female,3,6,3,7,4,6,1,3,0
10280,male,11,9,7,5,1,7,3,3,2
10281,male,15,5,8,7,0,2,2,4,2
10282,male,12,3,1,1,1,2,2,3,3
10283,female,7,6,6,7,5,3,3,2,2
10284,male,17,3,0,4,2,1,4,4,3
10285,male,7,8,1,3,5,9,1,0,1
10286,male,12,2,5,5,5,7,4,3,1
10287,female,1,1,9,6,5,4,5,0,3
10288,female,5,11,5,5,7,6,1,4,0
10289,female,19,10,3,0,5,3,5,3,2
10290,male,16,7,3,2,1,7,4,0,0
10291,male,17,9,3,6,1,4,1,1,0
10292,male,1,11,7,3,3,4,2,3,0
10293,male,17,7,0,5,6,8,1,2,0
10294,female,6,2,2,0,6,8,1,0,1
10295,female,0,1,1,4,2,8,1,4,3
10296,female,3,2,0,7,5,7,1,1,2
10297,male,12,8,8,6,5,3,5,3,2
10298,male,7,0,1,6,5,3,5,2,3
10299,male,5,10,7,4,5,9,2,3,2
10300,male,5,2,0,2,1,5,3,1,2
10301,male,13,5,6,2,6,6,0,3,0
10302,male,17,0,9,6,6,4,2,4,2
10303,male,17,5,9,3,6,0,3,2,3
10304,male,10,5,6,0,1,0,0,2,0
10305,female,17,7,6,3,2,4,3,2,2
10306,female,17,5,2,3,5,5,1,0,1
10307,male,6,10,6,1,0,5,1,2,0
10308,female,1,7,4,5,4,4,0,0,0
10309,male,17,7,2,7,5,9,1,1,2
10310,female,0,3,5,4,0,4,3,4,2
10311,male,1,4,5,7,3,8,6,4,3
10312,female,13,7,9,1,7,8,0,0,2
10313,female,7,9,6,6,5,5,2,4,0
10314,female,6,3,9,5,2,8,6,0,3
10315,female,14,6,5,5,0,3,2,0,2
10316,male,15,2,9,3,3,7,3,4,0
10317,male,12,0,3,6,1,0,4,1,1
10318,male,4,3,1,4,3,9,2,2,2
10319,male,18,8,2,7,6,1,2,4,2
10320,male,16,2,3,0,5,7,0,0,3
10321,female,7,1,3,4,2,0,0,4,3
10322,male,9,8,9,0,7,7,2,3,3
10323,male,8,4,3,6,1,9,2,3,2
10324,male,10,6,6,3,6,4,1,4,0
10325,male,7,7,0,6,4,2,2,3,2
10326,female,3,1,0,5,3,1,2,3,2
10327,male,7,0,5,2,2,7,4,4,3
10328,male,7,8,2,7,7,6,3,3,3
10329,female,1,0,6,4,2,9,5,4,1
10330,female,2,5,3,5,1,4,1,4,0
10331,male,3,11,3,3,4,0,3,4,0
10332,male,19,10,7,1,2,9,4,4,3
10333,male,18,2,1,6,4,3,2,3,2
10334,male,4,2,9,2,5,8,2,0,1
10335,male,12,11,0,3,0,0,2,3,3
10336,female,19,10,9,1,7,0,1,0,1
10337,male,12,1,2,5,7,2,4,1,3
10338,male,1,11,9,1,6,7,1,1,1
10339,female,10,1,9,7,4,5,1,3,1
10340,male,14,11,3,6,5,4,3,1,1
10341,female,7,1,8,5,1,6,1,0,0
10342,female,13,10,1,4,7,1,2,4,1
10343,female,4,7,2,4,4,3,0,2,2
10344,male,0,5,3,2,2,5,2,4,1
10345,female,9,1,8,6,6,6,0,0,1
10346,male,7,3,2,5,0,8,4,1,2
10347,female,11,4,5,3,7,0,3,3,3
10348,male,3,2,5,0,2,8,6,4,3
10349,male,7,10,3,5,6,6,3,0,3
10350,male,1,7,4,5,5,0,4,2,1
10351,female,19,7,8,7,7,6,1,1,3
10352,male,15,8,8,0,5,3,4,1,0
10353,female,6,5,6,4,7,7,0,2,0
10354,male,18,1,6,1,4,4,3,4,2
10355,male,3,7,7,6,2,4,0,3,2
10356,female,0,6,3,7,7,7,4,3,1
10357,female,11,3,2,5,4,0,2,2,2
10358,female,12,9,3,7,2,3,4,3,0
10359,male,12,5,9,3,5,0,5,2,1
10360,female,1,8,1,3,4,6,6,0,1
10361,male,9,6,6,5,5,6,5,3,2
10362,female,7,9,8,6,2,0,2,4,0
10363,male,12,7,2,7,1,8,0,3,3
10364,male,17,5,2,0,2,2,6,4,0
10365,male,1,11,3,6,0,0,5,1,2
10366,male,8,5,6,7,2,4,5,3,3
10367,female,19,4,1,7,1,6,6,3,2
10368,male,0,8,0,2,2,3,6,3,2
10369,female,13,9,2,6,7,8,5,1,2
10370,male,1,4,0,2,5,5,4,3,2
10371,male,2,1,4,3,7,7,3,0,0
10372,female,3,5,9,1,7,4,6,2,3
10373,male,0,7,4,2,6,4,6,2,1
10374,male,3,9,0,0,7,2,0,0,0
10375,male,12,4,7,3,4,8,5,3,3
10376,female,1,6,9,4,4,3,3,3,0
10377,male,2,10,9,3,3,8,4,2,2
10378,female,15,5,2,2,7,8,2,3,2
10379,male,10,10,3,1,3,2,0,2,3
10380,female,19,9,2,7,3,6,3,3,1
10381,male,6,3,3,2,4,9,0,3,3
10382,male,9,0,6,7,1,5,2,3,3
10383,female,16,9,6,3,0,8,1,1,1
10384,female,6,10,8,2,0,6,2,0,1
10385,male,16,3,2,7,5,6,2,3,1
10386,male,5,9,8,3,7,3,5,3,2
10387,female,4,1,0,1,0,9,1,3,3
10388,female,1,9,1,2,1,3,2,1,0
10389,female,1,10,5,6,3,1,5,1,1
10390,male,6,8,5,2,7,1,5,1,3
10391,male,1,8,3,7,1,5,2,4,0
10392,male,12,9,1,5,3,8,5,4,3
10393,male,5,0,8,6,0,0,2,2,2
10394,female,10,3,0,4,7,3,5,3,3
10395,male,4,11,2,2,4,0,3,1,2
10396,male,2,10,9,6,0,2,1,3,0
10397,female,4,11,5,4,4,6,4,2,2
10398,male,15,4,7,6,6,3,4,1,3
10399,male,12,4,5,7,5,3,0,2,3
10400,female,10,11,5,1,4,2,3,4,0
10401,female,12,4,5,7,0,9,1,3,3
10402,female,6,7,4,3,1,3,4,4,2
10403,female,2,3,4,2,3,2,2,1,2
10404,male,9,6,7,4,4,3,6,3,2
10405,female,2,0,7,6,1,9,3,4,2
10406,male,19,4,8,5,4,4,2,1,2
10407,female,17,1,1,0,3,1,0,1,1
10408,female,11,6,0,5,3,7,0,4,2
10409,female,17,4,1,2,3,6,4,2,0
10410,male,4,11,2,1,1,3,6,1,2
10411,female,4,1,5,4,0,3,6,4,3
10412,male,13,0,6,4,7,2,5,0,1
10413,male,11,5,4,3,5,9,2,4,1
10414,male,8,3,3,0,3,1,1,1,3
10415,female,17,7,8,1,7,4,1,3,1
10416,female,13,5,9,0,2,2,2,3,3
10417,female,15,7,3,2,5,1,1,0,0
10418,female,19,1,5,1,4,7,0,4,0
10419,male,8,5,1,7,3,9,1,1,0
10420,male,5,11,0,0,6,4,4,3,2
10421,male,14,10,9,0,2,1,5,3,3
10422,female,19,1,5,5,0,5,6,4,2
10423,male,19,4,7,4,0,9,5,2,0
10424,male,18,0,5,1,7,2,5,2,3
10425,female,6,2,9,0,7,1,0,2,1
10426,female,8,7,2,2,0,9,5,4,0
10427,male,3,6,9,3,6,1,3,2,2
10428,female,8,2,5,1,3,0,5,2,0
10429,male,7,11,2,2,4,1,2,3,0
10430,female,12,7,0,2,1,6,0,1,0
10431,female,4,11,2,4,0,4,1,3,2
10432,female,7,4,4,1,0,7,3,3,2
10433,male,4,8,2,0,5,5,3,4,1
10434,female,12,6,6,3,1,3,0,4,3
10435,male,18,3,0,0,2,5,0,4,0
10436,male,19,5,9,6,7,6,5,2,2
10437,male,1,9,3,2,5,2,3,3,2
10438,male,15,8,1,5,3,0,2,4,1
10439,female,10,7,8,4,6,8,3,1,1
10440,female,6,7,7,3,3,5,1,2,1
10441,male,9,9,8,2,2,9,6,0,2
10442,male,15,3,3,1,3,3,3,0,0
10443,female,4,6,6,6,0,7,3,3,2
10444,male,6,9,4,6,7,1,3,3,2
10445,male,19,1,2,3,4,0,1,0,0
10446,male,8,2,2,0,1,6,2,0,0
10447,male,6,3,6,3,2,8,6,2,2
10448,male,19,2,7,1,4,2,2,4,1
10449,female,19,10,0,6,6,6,5,1,3
10450,female,0,0,2,1,4,5,6,2,3
10451,female,8,11,6,6,0,2,2,0,3
10452,female,12,2,4,7,4,8,1,1,1
10453,female,1,0,7,4,5,8,4,4,1
10454,male,6,1,6,0,3,8,3,3,0
10455,female,8,1,0,3,4,0,2,3,0
10456,female,18,10,3,3,0,8,5,4,0
10457,male,12,1,0,0,1,9,0,1,2
10458,male,11,8,9,7,2,0,4,0,0
10459,female,13,9,2,5,5,8,4,0,2
10460,female,17,4,4,3,1,2,6,3,3
10461,female,8,0,4,7,3,9,0,3,3
10462,male,1,9,4,4,7,1,6,4,2
10463,male,15,8,2,2,5,5,3,0,2
10464,male,6,9,9,5,3,4,6,4,2
10465,male,14,2,8,1,5,1,5,4,0
10466,female,6,10,2,3,6,1,2,2,1
10467,female,9,4,2,6,5,7,4,3,0
10468,female,10,9,8,6,2,0,6,0,3
10469,male,1,1,3,4,0,1,0,4,0
10470,male,14,4,9,5,0,2,5,1,0
10471,male,8,8,6,3,0,6,6,1,3
10472,female,6,7,3,2,1,4,2,0,0
10473,female,5,4,5,3,3,8,1,2,1
10474,female,18,1,5,7,4,8,2,4,0
10475,male,0,6,9,3,2,6,4,4,0
10476,male,9,4,0,1,6,4,3,3,0
10477,female,15,9,8,6,5,4,2,4,3
10478,male,17,1,3,1,0,9,6,4,1
10479,female,18,0,7,7,0,7,0,2,3
10480,female,1,7,2,4,2,1,0,4,1
10481,female,2,0,3,2,7,1,1,0,1
10482,female,1,5,0,4,3,1,3,3,1
10483,female,5,3,3,1,5,9,0,2,1
10484,male,12,4,9,0,1,8,1,2,0
10485,female,18,7,0,0,7,6,2,1,1
10486,female,2,3,4,2,2,1,3,1,0
10487,male,7,10,3,6,3,0,0,2,0
10488,male,12,6,2,4,3,5,2,4,1
10489,male,15,9,6,0,7,7,6,3,1
10490,female,1,5,3,7,7,5,6,0,1
10491,male,16,2,2,4,3,7,0,0,1
10492,male,7,8,6,4,3,1,4,2,1
10493,male,13,7,4,2,2,0,0,4,0
10494,female,19,10,9,5,0,3,5,1,0
10495,male,15,9,0,0,3,5,2,3,1
10496,male,18,1,9,4,4,6,4,2,3
10497,female,11,0,0,1,5,9,4,3,0
10498,female,16,0,6,6,3,5,4,3,2
10499,male,4,5,5,2,7,1,6,2,1
10500,female,5,8,3,4,5,5,4,3,1
10501,male,3,6,1,2,7,6,0,1,0
10502,male,17,3,4,0,0,0,4,3,1
10503,male,15,1,8,3,2,8,0,2,1
10504,male,6,10,5,7,5,6,4,0,3
10505,male,14,8,8,1,0,0,0,4,2
10506,female,3,7,0,3,5,9,5,0,0
10507,female,8,0,9,6,0,3,2,1,3
10508,female,13,7,3,7,6,4,3,2,3
10509,female,10,8,5,6,7,3,2,0,1
10510,male,0,2,2,4,2,2,4,3,1
10511,male,17,3,0,1,1,5,4,2,1
10512,female,14,7,7,4,3,5,4,2,3
10513,female,10,8,6,4,3,4,4,2,2
10514,female,16,6,8,0,3,9,0,3,3
10515,female,19,6,8,7,0,2,0,1,3
10516,female,0,11,4,0,1,8,0,2,1
10517,female,14,0,7,6,5,8,0,0,3
10518,female,2,8,0,6,3,6,2,4,3
10519,male,17,11,3,0,4,5,2,1,1
10520,female,18,3,2,3,2,9,5,2,3
10521,male,6,11,5,5,3,3,5,0,1
10522,female,11,10,4,7,1,7,4,1,1
10523,male,13,8,9,7,4,4,3,2,3
10524,female,17,7,1,6,3,8,4,1,1
10525,female,5,11,0,6,3,2,5,2,1
10526,female,11,2,2,1,3,9,2,0,2
10527,female,12,6,6,6,5,1,0,2,1
10528,male,5,11,0,4,0,1,6,1,2
10529,female,3,4,0,7,4,9,6,2,0
10530,male,17,10,4,6,4,0,1,1,1
10531,female,0,11,1,5,6,7,5,1,0
10532,male,7,1,0,6,7,6,4,3,0
10533,female,8,7,5,6,4,1,3,3,2
10534,female,17,9,6,0,4,0,5,2,0
10535,female,4,1,9,7,2,5,0,0,3
10536,male,17,4,6,1,4,4,0,4,1
10537,male,15,9,6,5,1,7,3,4,1
10538,male,9,0,7,2,7,6,1,3,3
10539,female,9,11,6,0,2,2,1,1,2
10540,male,0,9,9,6,2,1,0,4,0
10541,female,10,2,8,5,3,0,1,0,1
10542,male,3,2,0,3,6,2,2,3,0
10543,female,4,8,0,7,3,6,1,0,3
10544,female,9,3,7,4,6,7,4,2,1
10545,male,12,2,3,4,3,2,6,4,2
10546,female,0,4,6,0,1,4,5,1,0
10547,male,4,10,0,6,5,7,2,0,3
10548,male,6,7,7,1,1,0,2,0,2
10549,female,18,11,3,0,0,1,6,3,0
10550,female,8,0,0,5,5,1,0,4,0
10551,female,8,6,3,3,6,0,3,3,2
10552,female,10,0,0,3,3,3,2,1,0
10553,male,4,0,6,3,3,0,1,1,1
10554,male,17,10,1,4,5,2,1,1,2
10555,male,11,6,1,6,0,3,0,0,1
10556,female,6,11,1,7,5,4,2,2,1
10557,male,18,0,5,6,2,7,4,2,3
10558,male,12,3,6,5,0,3,5,0,2
10559,male,4,3,3,1,3,2,6,0,2
10560,female,0,4,1,7,0,6,3,0,1
10561,female,5,0,3,3,4,5,5,2,1
10562,female,7,4,1,0,7,9,0,3,0
