TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
2950,female,2000,louse,red,XS,GU,acetate,Korea,amazon,spring,sell
2951,female,1600,pants,pink,XXL,Adidas,lycra,Japan,shopee,fall,fail
2952,male,600,shirt,Brown,XS,H&M,lycra,Korea,Internet,spring,fail
2953,female,1900,suit,red,XSS,Zara,nylon,China,Internet,spring,sell
2954,male,1100,pants,orange,L,Adidas,acetate,Canada,Internet,summer,sell
2955,female,400,dress,blue,L,GU,cotton,America,shopee,fall,sell
2956,male,1900,jack,purple,M,Unique,spandex,Canada,Internet,fall,sell
2957,female,1900,vest,Brown,S,Zara,cotton,China,Internet,winter,sell
2958,male,300,vest,red,XSS,Unique,rayon,Korea,Internet,winter,sell
2959,male,100,vest,Brown,S,NET,rayon,Europe,amazon,summer,sell
2960,female,1700,coat,purple,XSS,GAP,acrylic,China,amazon,summer,fail
2961,female,1700,coat,blue,M,Adidas,rayon,China,amazon,summer,sell
2962,male,100,garter,yellow,XXL,Zara,cotton,America,shopee,spring,sell
2963,female,1000,shirt,pink,L,Unique,polyester,Taiwan,shopee,fall,fail
2964,male,1500,sweater,purple,M,GU,spandex,Europe,shopee,summer,fail
2965,male,2000,shoes,pink,XSS,Zara,nylon,China,Internet,winter,fail
2966,male,800,coat,green,XXXL,GU,polyester,Japan,amazon,fall,fail
2967,male,2000,suit,blue,XXL,Adidas,cotton,Taiwan,Internet,winter,sell
2968,male,100,dress,white,XS,Zara,rayon,Europe,Adidas,spring,sell
2969,female,900,dress,black,L,Zara,cotton,Japan,shopee,summer,sell
2970,female,1500,suit,orange,XXXL,H&M,acetate,Korea,shopee,fall,sell
2971,male,1600,shoes,blue,XXXL,GU,silk,China,Internet,spring,fail
2972,female,900,jack,pink,L,Adidas,spandex,Canada,amazon,winter,fail
2973,female,1700,dress,black,XS,NIKE,acrylic,Europe,shopee,spring,sell
2974,female,100,jack,purple,M,Adidas,acetate,China,Internet,spring,sell
2975,female,1900,garter,red,S,Unique,silk,Taiwan,Internet,summer,sell
2976,male,300,shirt,purple,M,Adidas,spandex,Canada,Storefront,fall,fail
2977,male,1900,garter,pink,XXL,NIKE,acetate,Europe,Adidas,fall,fail
2978,female,1600,coat,blue,M,GU,acetate,Japan,Adidas,summer,fail
2979,male,1700,jack,green,S,GAP,nylon,Canada,Storefront,fall,fail
2980,female,600,uniforms,white,M,Unique,polyester,Japan,Storefront,summer,fail
2981,male,1100,dress,orange,XXL,NIKE,lycra,Canada,Storefront,winter,fail
2982,male,700,sweater,Brown,XXXL,NIKE,cotton,Europe,shopee,winter,fail
2983,female,1900,shoes,orange,S,Adidas,cotton,Korea,Adidas,fall,sell
2984,male,100,coat,Brown,L,NIKE,linen,Taiwan,Storefront,winter,sell
2985,female,1500,louse,black,M,NIKE,lycra,Canada,Storefront,winter,fail
2986,male,500,pants,green,XL,H&M,cotton,America,Internet,summer,sell
2987,female,1000,dress,orange,XXL,Unique,acetate,Taiwan,Storefront,winter,sell
2988,female,1800,sweater,purple,XSS,NET,lycra,Canada,Adidas,summer,fail
2989,male,1300,jack,white,XXXL,Unique,polyester,Canada,Storefront,spring,sell
2990,male,600,coat,white,XSS,Zara,spandex,Japan,Adidas,spring,sell
2991,female,200,shoes,black,XS,Unique,silk,China,amazon,summer,sell
2992,male,1900,louse,Brown,XS,H&M,acrylic,America,amazon,spring,fail
2993,male,600,sweater,orange,S,H&M,cotton,Japan,Internet,winter,fail
2994,female,1800,sweater,yellow,XL,Zara,spandex,Japan,Adidas,spring,sell
2995,male,500,uniforms,pink,M,H&M,polyester,Europe,Internet,fall,fail
2996,female,1800,jack,Brown,XSS,Adidas,nylon,Europe,Storefront,summer,fail
2997,female,1100,shoes,yellow,L,GU,polyester,Canada,Adidas,fall,fail
2998,male,2000,coat,green,XL,H&M,polyester,China,amazon,winter,fail
2999,female,1500,jack,green,S,Adidas,rayon,Canada,amazon,spring,sell
3000,male,1800,jack,blue,XXL,NET,lycra,Taiwan,Storefront,spring,sell
3001,female,900,suit,yellow,XS,H&M,cotton,America,shopee,fall,fail
3002,male,1100,jack,red,XS,NET,cotton,Canada,shopee,fall,fail
3003,female,900,shirt,Brown,S,Unique,cotton,Japan,amazon,spring,sell
3004,female,100,shirt,pink,S,GAP,silk,Korea,amazon,fall,sell
3005,female,400,uniforms,Brown,XSS,H&M,acrylic,China,Storefront,winter,fail
3006,male,600,louse,green,XXL,Unique,lycra,Japan,shopee,spring,sell
3007,female,1700,shoes,yellow,S,GU,silk,Korea,Adidas,summer,sell
3008,male,400,dress,red,L,Unique,lycra,Canada,Adidas,winter,sell
3009,female,1900,pants,blue,XS,NIKE,spandex,Europe,Internet,fall,fail
3010,female,100,jack,green,L,H&M,cotton,Taiwan,shopee,summer,sell
3011,male,1900,shirt,Brown,XL,GAP,linen,Korea,shopee,winter,fail
3012,male,1300,shoes,pink,XL,NIKE,lycra,China,amazon,summer,fail
3013,female,700,shirt,black,XXL,NET,acrylic,China,shopee,spring,fail
3014,male,200,coat,Brown,XXXL,NET,acetate,Japan,Adidas,spring,sell
3015,male,800,suit,white,XSS,Unique,polyester,Canada,Internet,fall,sell
3016,female,600,shirt,pink,M,GAP,silk,Canada,Internet,winter,fail
3017,female,400,pants,green,S,NET,spandex,Taiwan,Internet,fall,sell
3018,male,300,sweater,red,XXL,NET,spandex,Europe,shopee,fall,fail
3019,male,1100,shoes,red,XXL,GAP,spandex,Korea,amazon,spring,fail
3020,male,1800,shoes,pink,XL,NIKE,spandex,Taiwan,Storefront,summer,sell
3021,female,900,vest,green,L,NIKE,rayon,Japan,Internet,spring,sell
3022,female,300,suit,blue,M,NIKE,nylon,Japan,shopee,winter,sell
3023,female,300,vest,orange,S,NIKE,spandex,Taiwan,Adidas,summer,sell
3024,male,1800,shirt,yellow,M,GU,polyester,China,Internet,fall,fail
3025,male,1000,shirt,black,XXL,Unique,lycra,Europe,shopee,winter,sell
3026,male,1700,shirt,yellow,XSS,H&M,cotton,Japan,shopee,summer,fail
3027,male,1800,coat,purple,XS,Zara,spandex,America,Storefront,summer,fail
3028,female,600,coat,blue,L,Zara,lycra,Japan,amazon,summer,sell
3029,female,1100,dress,purple,XSS,Adidas,acetate,Japan,Adidas,winter,sell
3030,male,200,dress,black,M,NET,cotton,China,amazon,fall,sell
3031,male,500,dress,purple,S,Adidas,silk,America,amazon,spring,fail
3032,male,300,pants,green,M,Adidas,nylon,China,amazon,fall,sell
3033,male,1200,pants,yellow,XXXL,Unique,rayon,America,Storefront,summer,sell
3034,female,1400,shoes,white,XXXL,NIKE,cotton,Taiwan,Storefront,winter,fail
3035,female,400,jack,blue,S,Zara,rayon,Europe,shopee,summer,sell
3036,male,700,louse,white,XSS,Unique,acrylic,Taiwan,shopee,spring,sell
3037,female,1500,coat,yellow,XXXL,Adidas,polyester,Korea,Internet,summer,sell
3038,male,1700,shoes,orange,M,H&M,silk,Japan,amazon,fall,fail
3039,female,400,suit,green,L,NET,polyester,Europe,Adidas,summer,fail
3040,female,300,suit,orange,L,GU,acetate,Canada,Adidas,winter,sell
3041,male,1600,vest,white,S,NET,lycra,Taiwan,shopee,summer,sell
3042,male,1900,jack,orange,XSS,H&M,spandex,Canada,Internet,spring,fail
3043,female,1700,sweater,blue,XXL,NET,linen,Korea,Storefront,fall,sell
3044,female,300,shirt,white,S,Zara,linen,America,Storefront,winter,sell
3045,male,1900,sweater,Brown,S,H&M,nylon,Europe,Storefront,winter,fail
3046,male,500,shoes,white,XXL,Adidas,acrylic,Korea,Storefront,summer,sell
3047,male,1500,jack,blue,XXL,Adidas,spandex,Taiwan,Adidas,fall,sell
3048,female,1200,uniforms,white,XXXL,NET,acrylic,Korea,amazon,fall,sell
3049,female,300,suit,orange,XL,Unique,cotton,Europe,Storefront,summer,sell
3050,female,200,coat,black,XS,Adidas,acetate,Japan,Adidas,winter,sell
3051,male,600,sweater,white,XXXL,NIKE,spandex,Taiwan,Adidas,winter,sell
3052,male,800,dress,yellow,S,Zara,spandex,Canada,shopee,spring,fail
3053,male,900,dress,green,L,Zara,lycra,America,Internet,fall,sell
3054,female,1800,garter,black,L,GAP,spandex,Taiwan,shopee,summer,fail
3055,female,100,shirt,yellow,L,GAP,acrylic,Europe,amazon,spring,sell
3056,male,100,dress,pink,XS,Adidas,linen,Korea,Adidas,fall,sell
3057,male,700,garter,blue,S,GAP,lycra,Taiwan,Storefront,fall,sell
3058,male,1800,shoes,yellow,M,NIKE,nylon,Europe,amazon,winter,fail
3059,female,800,garter,orange,S,GAP,rayon,Korea,Internet,summer,sell
3060,female,600,louse,pink,XXL,GU,acetate,Taiwan,Adidas,spring,fail
3061,female,800,pants,Brown,M,Unique,nylon,Japan,Storefront,fall,fail
3062,male,700,pants,pink,XL,GAP,silk,Europe,shopee,fall,sell
3063,male,1900,garter,green,XXL,Adidas,nylon,Europe,Internet,summer,fail
3064,female,1800,pants,purple,XXXL,Adidas,silk,Europe,Internet,fall,fail
3065,female,700,suit,blue,XL,NIKE,nylon,Canada,Internet,fall,fail
3066,male,1700,louse,Brown,XXXL,GAP,acetate,China,Storefront,summer,fail
3067,female,700,shoes,pink,XS,GU,spandex,Europe,Adidas,spring,fail
3068,female,900,jack,green,XSS,GAP,nylon,America,shopee,summer,fail
3069,male,1800,dress,white,L,Adidas,acetate,America,shopee,fall,sell
3070,male,900,shoes,yellow,XS,H&M,nylon,America,Internet,summer,fail
3071,male,700,shirt,black,XSS,NIKE,acrylic,China,Adidas,winter,fail
3072,female,1700,coat,white,XS,GAP,lycra,China,shopee,summer,fail
3073,female,1600,shirt,pink,S,GAP,cotton,Korea,Adidas,fall,sell
3074,female,1100,garter,Brown,XXL,Adidas,nylon,America,shopee,summer,fail
3075,female,1000,vest,red,M,Adidas,linen,Korea,shopee,winter,sell
3076,female,1500,sweater,Brown,XL,NIKE,lycra,China,shopee,summer,fail
3077,female,900,sweater,blue,XS,Zara,silk,Taiwan,Adidas,spring,sell
3078,male,1900,suit,green,XSS,Unique,nylon,Canada,Storefront,fall,sell
3079,female,1900,shirt,Brown,XS,H&M,rayon,Korea,Internet,spring,sell
3080,female,300,dress,orange,XSS,NET,linen,Europe,amazon,spring,sell
3081,male,2000,garter,purple,XXXL,H&M,cotton,Japan,Storefront,fall,fail
3082,female,600,coat,purple,XL,GAP,acetate,Korea,Storefront,winter,sell
3083,female,1400,jack,black,L,H&M,acetate,Europe,Adidas,fall,fail
3084,male,1500,uniforms,purple,XL,GU,silk,Europe,Storefront,summer,fail
3085,female,600,pants,pink,XXXL,NIKE,acrylic,China,Internet,fall,fail
3086,male,1900,sweater,purple,M,H&M,silk,Canada,Storefront,fall,fail
3087,male,1300,suit,Brown,XSS,Unique,acetate,Japan,amazon,fall,sell
3088,male,1300,shirt,pink,S,H&M,nylon,Canada,amazon,summer,fail
3089,female,1300,shoes,blue,M,Zara,lycra,Canada,Adidas,winter,sell
3090,male,900,vest,Brown,L,NIKE,linen,Korea,Internet,spring,sell
3091,female,1900,louse,orange,XL,NET,acrylic,America,Storefront,spring,fail
3092,female,1900,shoes,white,XXXL,GAP,lycra,Korea,amazon,spring,sell
3093,female,400,louse,Brown,XXXL,GU,spandex,America,amazon,summer,fail
3094,female,400,garter,Brown,XL,NET,spandex,Japan,Internet,spring,fail
3095,female,300,vest,orange,M,Adidas,silk,America,amazon,fall,sell
3096,female,1900,vest,red,XSS,H&M,silk,America,amazon,summer,fail
3097,female,200,louse,orange,XXL,NIKE,acetate,Canada,shopee,fall,sell
3098,male,400,louse,white,L,NIKE,acrylic,Canada,Internet,winter,sell
3099,male,1600,shoes,white,XXL,H&M,acrylic,Europe,shopee,summer,sell
3100,female,1300,suit,green,XXL,H&M,polyester,America,shopee,winter,fail
3101,male,900,suit,white,XL,GU,polyester,Korea,Internet,summer,sell
3102,female,1700,vest,red,XS,NET,linen,China,Storefront,spring,fail
3103,male,1800,garter,Brown,S,NET,nylon,Europe,Storefront,summer,fail
3104,male,100,shirt,blue,XXL,Unique,silk,China,shopee,summer,sell
3105,male,1600,suit,blue,XL,Adidas,cotton,Taiwan,Internet,fall,sell
3106,male,2000,vest,red,XL,H&M,polyester,China,amazon,fall,sell
3107,male,200,jack,black,XL,Zara,acrylic,Canada,amazon,summer,sell
3108,male,600,jack,black,XL,H&M,silk,America,Storefront,spring,fail
3109,female,1200,shirt,orange,XXL,GAP,lycra,Europe,amazon,fall,fail
3110,female,100,coat,black,XL,Unique,spandex,Japan,Internet,winter,sell
3111,female,1800,shirt,orange,XXXL,Adidas,polyester,Korea,amazon,fall,sell
3112,male,1900,dress,red,L,NIKE,acrylic,Europe,Storefront,summer,sell
3113,female,2000,uniforms,green,L,Zara,lycra,China,amazon,fall,sell
3114,female,400,jack,pink,XS,Zara,lycra,Europe,Adidas,winter,sell
3115,male,1300,uniforms,green,M,NET,spandex,Japan,Storefront,summer,fail
3116,female,300,coat,white,XSS,GAP,acrylic,Japan,amazon,spring,sell
3117,male,1000,pants,green,XS,Zara,lycra,Taiwan,Adidas,winter,sell
3118,female,1200,vest,orange,XS,H&M,cotton,China,Adidas,spring,fail
3119,male,400,suit,pink,XS,Unique,rayon,Japan,Storefront,winter,sell
3120,male,1800,sweater,red,XS,Zara,spandex,America,Adidas,fall,fail
3121,male,1400,sweater,white,XXXL,NET,linen,Korea,shopee,fall,sell
3122,female,1900,louse,white,XS,H&M,nylon,Canada,Storefront,spring,fail
3123,female,1000,dress,yellow,XXL,Zara,linen,Japan,shopee,spring,sell
3124,male,1200,shoes,green,XL,GU,spandex,Japan,Internet,summer,fail
3125,male,1900,shoes,pink,XXXL,GAP,nylon,Canada,Adidas,spring,fail
3126,female,2000,jack,blue,XS,GU,polyester,China,Internet,summer,fail
3127,female,1200,jack,red,XSS,GU,rayon,Japan,Adidas,spring,sell
3128,female,1400,sweater,pink,XSS,Zara,cotton,Europe,Adidas,summer,sell
3129,female,1100,coat,purple,XL,Zara,acrylic,Korea,Adidas,winter,sell
3130,female,1300,uniforms,black,XS,GAP,acrylic,Europe,amazon,fall,fail
3131,female,100,uniforms,white,XS,NET,acetate,America,Adidas,winter,sell
3132,female,1200,dress,green,S,GU,silk,China,Internet,summer,sell
3133,male,1400,shoes,pink,S,Adidas,polyester,Taiwan,shopee,spring,sell
3134,male,200,jack,purple,S,Adidas,spandex,Taiwan,shopee,spring,sell
3135,male,500,shirt,pink,XXXL,GU,lycra,Canada,shopee,fall,fail
3136,female,1600,uniforms,red,XXXL,GU,spandex,Taiwan,Adidas,summer,fail
3137,female,600,jack,black,S,H&M,acrylic,Canada,shopee,summer,sell
3138,female,1600,garter,Brown,XS,NIKE,cotton,Taiwan,amazon,summer,fail
3139,female,1500,shoes,green,XXXL,NET,linen,Korea,Adidas,winter,sell
3140,female,100,shoes,green,M,GU,linen,Japan,shopee,fall,sell
3141,male,1000,pants,white,XXXL,NET,polyester,China,shopee,fall,sell
3142,female,600,suit,yellow,XSS,Adidas,linen,Canada,Storefront,spring,fail
3143,female,2000,vest,yellow,S,Zara,rayon,Taiwan,Adidas,spring,sell
3144,male,1600,louse,black,XS,Unique,cotton,Korea,shopee,winter,sell
3145,female,800,pants,black,XXL,NET,lycra,Europe,Adidas,summer,fail
3146,male,1100,jack,black,XL,NET,linen,Japan,Internet,winter,fail
3147,male,600,shirt,pink,XSS,Unique,polyester,Canada,amazon,fall,sell
3148,male,1600,shoes,yellow,S,NET,polyester,Canada,Storefront,winter,fail
3149,female,800,suit,blue,XL,GU,silk,Korea,shopee,spring,sell
3150,male,1800,garter,red,XXXL,NIKE,spandex,Taiwan,amazon,fall,sell
3151,female,300,garter,yellow,M,GU,cotton,China,Internet,spring,sell
3152,female,500,shoes,green,XXXL,GAP,spandex,Taiwan,Storefront,winter,fail
3153,female,1400,louse,yellow,M,Zara,polyester,Taiwan,Internet,spring,sell
3154,male,1000,coat,blue,S,NET,acrylic,America,Adidas,summer,fail
3155,male,1800,vest,black,S,Adidas,acetate,America,Internet,winter,sell
3156,female,1000,dress,yellow,XS,GAP,lycra,Taiwan,Adidas,fall,sell
3157,female,1000,vest,yellow,S,H&M,nylon,Japan,amazon,winter,sell
3158,female,1200,dress,purple,XSS,Zara,acetate,Korea,Internet,fall,sell
3159,male,500,shoes,purple,L,NET,acetate,Canada,Adidas,fall,sell
3160,female,200,dress,green,XXXL,Zara,acetate,Canada,amazon,summer,sell
3161,female,100,coat,red,XS,Unique,acrylic,Japan,Storefront,fall,sell
3162,female,500,uniforms,purple,M,Unique,cotton,China,Adidas,spring,fail
3163,male,1000,jack,white,XXXL,Adidas,acetate,Europe,Adidas,summer,sell
3164,female,1200,pants,pink,XL,Unique,acetate,Europe,shopee,spring,fail
3165,female,1200,suit,yellow,XS,NET,polyester,America,Adidas,fall,fail
3166,male,500,louse,pink,XSS,NET,polyester,Japan,Storefront,fall,fail
3167,male,2000,shirt,black,XXXL,GU,silk,Canada,shopee,spring,fail
3168,female,900,uniforms,yellow,XSS,H&M,linen,Europe,Adidas,winter,fail
3169,male,1900,pants,purple,XXXL,GAP,silk,Canada,Adidas,spring,sell
3170,male,1800,suit,yellow,XS,Adidas,acetate,Canada,shopee,spring,fail
3171,female,200,vest,purple,XS,Zara,cotton,Europe,Storefront,summer,sell
3172,male,200,shirt,orange,L,NIKE,acetate,Canada,amazon,summer,sell
3173,female,1700,uniforms,white,S,NET,acrylic,Taiwan,shopee,spring,sell
3174,male,1800,vest,white,M,NET,spandex,America,Adidas,winter,sell
3175,male,500,vest,green,XS,Adidas,cotton,Taiwan,Internet,spring,sell
3176,male,200,vest,purple,XSS,GAP,rayon,Canada,Internet,fall,sell
3177,female,100,vest,blue,XL,Adidas,linen,Korea,shopee,spring,sell
3178,male,1500,dress,orange,L,GU,rayon,Europe,Internet,fall,sell
3179,male,1100,suit,orange,S,Zara,rayon,Europe,Internet,winter,fail
3180,female,2000,jack,black,XSS,NET,polyester,Europe,Adidas,spring,fail
3181,male,1500,garter,black,XXL,Adidas,acetate,Japan,amazon,fall,fail
3182,female,100,louse,white,XL,GAP,polyester,Canada,shopee,winter,sell
3183,male,1900,louse,purple,XL,NET,acrylic,China,amazon,summer,fail
3184,male,2000,dress,yellow,XXXL,GU,linen,America,shopee,spring,fail
3185,female,200,dress,white,XXL,NET,polyester,Korea,amazon,spring,sell
3186,male,2000,sweater,white,XL,NIKE,linen,Korea,Storefront,summer,sell
3187,male,200,coat,black,S,Adidas,acetate,America,Storefront,fall,sell
3188,female,1600,jack,orange,L,NET,polyester,China,amazon,spring,fail
3189,female,500,shoes,purple,XL,Unique,rayon,China,Internet,fall,sell
3190,female,1300,vest,blue,XXL,H&M,silk,China,amazon,fall,fail
3191,female,1500,dress,blue,M,GAP,lycra,China,amazon,summer,sell
3192,male,800,vest,orange,XSS,GU,cotton,Canada,amazon,fall,sell
3193,male,200,dress,orange,M,Adidas,acetate,America,Adidas,winter,sell
3194,female,500,uniforms,purple,XXL,Unique,spandex,Canada,Storefront,summer,fail
3195,female,400,shoes,red,XSS,NIKE,linen,Taiwan,amazon,spring,fail
3196,male,800,suit,white,L,NIKE,linen,Canada,amazon,winter,sell
3197,female,600,vest,orange,XSS,NIKE,lycra,China,shopee,summer,fail
3198,male,600,jack,red,XSS,Zara,silk,Japan,shopee,summer,fail
3199,male,1500,dress,black,XS,GAP,acetate,Taiwan,Internet,summer,sell
3200,female,1600,shoes,yellow,XXXL,H&M,acrylic,Canada,Storefront,summer,fail
3201,female,1200,uniforms,yellow,S,NET,acrylic,Japan,Internet,fall,sell
3202,male,1000,shirt,yellow,XXL,GAP,linen,Taiwan,Storefront,summer,sell
3203,male,800,sweater,orange,XXL,NET,rayon,Canada,Storefront,spring,fail
3204,female,200,coat,black,XXXL,GAP,rayon,Japan,amazon,spring,sell
3205,female,1800,dress,green,XL,Unique,rayon,Europe,shopee,winter,sell
3206,male,500,shoes,yellow,XXL,Adidas,nylon,Korea,Internet,fall,fail
3207,male,1400,uniforms,green,XXXL,Unique,spandex,China,Storefront,summer,sell
3208,female,600,garter,purple,XXL,GU,acetate,Japan,shopee,spring,fail
3209,male,600,shoes,yellow,M,Zara,acetate,Taiwan,Internet,summer,sell
3210,female,2000,pants,red,XS,NET,nylon,Europe,Internet,fall,fail
3211,male,1100,coat,green,XXL,Unique,silk,Canada,Adidas,summer,sell
3212,female,100,shirt,pink,XS,GU,polyester,Taiwan,shopee,summer,sell
3213,female,1300,dress,black,L,Unique,cotton,Korea,Internet,winter,sell
3214,male,100,louse,pink,XL,NIKE,spandex,America,amazon,winter,sell
3215,female,400,pants,blue,XS,NIKE,nylon,Japan,Internet,fall,fail
3216,male,1700,pants,pink,XXL,Adidas,lycra,Taiwan,Adidas,spring,sell
3217,male,300,shirt,red,S,GAP,acrylic,Korea,Internet,winter,fail
3218,female,800,coat,Brown,L,NIKE,cotton,Canada,Adidas,winter,fail
3219,female,700,shoes,Brown,XSS,H&M,lycra,Korea,amazon,summer,sell
3220,male,1300,vest,white,XSS,Adidas,rayon,Japan,Storefront,spring,sell
3221,male,2000,shoes,blue,XSS,NIKE,spandex,Europe,Internet,fall,fail
3222,male,900,shirt,Brown,M,NET,rayon,Japan,Storefront,summer,fail
3223,female,1500,uniforms,purple,S,H&M,linen,China,amazon,spring,sell
3224,male,1500,shoes,green,S,NIKE,rayon,Europe,Internet,spring,fail
3225,male,1000,pants,orange,L,Adidas,silk,Taiwan,Adidas,winter,sell
3226,male,1200,coat,purple,XXL,Adidas,linen,Europe,Storefront,summer,fail
3227,male,1200,coat,yellow,S,H&M,silk,Japan,shopee,summer,fail
3228,male,800,shirt,red,XXL,Zara,acetate,China,shopee,winter,fail
3229,female,1600,louse,green,XS,Adidas,spandex,Canada,Adidas,fall,fail
3230,male,700,suit,white,XXXL,Zara,cotton,Japan,Adidas,fall,sell
3231,male,2000,uniforms,Brown,XXXL,Adidas,silk,China,amazon,spring,fail
3232,male,600,shirt,purple,XSS,GU,spandex,Taiwan,Storefront,summer,sell
3233,male,200,jack,orange,XL,NIKE,linen,China,Storefront,summer,sell
3234,male,400,pants,green,XS,GU,polyester,Taiwan,Internet,summer,sell
3235,female,1100,uniforms,yellow,XS,H&M,spandex,Taiwan,shopee,fall,fail
3236,male,1800,jack,blue,XXXL,NIKE,lycra,Korea,Adidas,fall,fail
3237,female,800,pants,white,XXL,Zara,linen,Korea,Adidas,summer,sell
3238,female,1800,louse,red,XXL,Unique,cotton,Canada,amazon,summer,fail
3239,male,400,sweater,Brown,XS,Zara,rayon,Canada,shopee,winter,fail
3240,male,500,pants,blue,L,NET,nylon,China,Storefront,summer,sell
3241,male,200,garter,purple,S,NET,spandex,Taiwan,shopee,winter,sell
3242,female,900,coat,red,L,NET,nylon,China,shopee,summer,fail
3243,male,400,jack,Brown,XXXL,Zara,nylon,Japan,shopee,spring,fail
3244,male,800,dress,white,S,NIKE,rayon,Taiwan,Storefront,spring,sell
3245,male,1700,louse,yellow,XXL,NIKE,linen,Japan,Adidas,spring,fail
3246,male,1100,coat,green,XXXL,Adidas,nylon,Korea,amazon,summer,fail
3247,male,1600,pants,blue,XL,NIKE,linen,Europe,Adidas,summer,sell
3248,male,1800,louse,pink,L,NIKE,rayon,Korea,Internet,fall,sell
3249,female,300,pants,green,M,Adidas,acetate,America,Adidas,fall,sell
3250,male,900,shoes,Brown,XSS,GAP,acetate,Canada,amazon,spring,fail
3251,female,500,sweater,green,XS,Unique,spandex,China,Internet,summer,fail
3252,female,2000,pants,white,XXL,GAP,rayon,Japan,amazon,fall,sell
3253,female,500,pants,white,XL,Zara,linen,Europe,Internet,spring,sell
3254,male,800,dress,pink,M,GAP,rayon,Taiwan,Storefront,summer,sell
3255,male,100,uniforms,purple,M,Zara,nylon,Canada,Storefront,fall,sell
3256,female,600,shirt,Brown,XXXL,GU,acetate,America,amazon,winter,fail
3257,female,1900,suit,yellow,XXXL,Zara,linen,Korea,Internet,spring,sell
3258,male,1400,suit,pink,XXL,GU,acetate,China,Storefront,winter,fail
3259,male,1500,louse,Brown,M,NIKE,polyester,Japan,Storefront,spring,fail
3260,female,400,louse,orange,XXXL,H&M,polyester,Canada,amazon,summer,fail
3261,male,500,vest,blue,S,Adidas,lycra,China,shopee,fall,sell
3262,male,1200,sweater,purple,S,Zara,acetate,China,Internet,spring,fail
3263,female,1800,dress,Brown,XXXL,NET,silk,Europe,Internet,summer,sell
3264,female,500,sweater,white,XSS,GU,acetate,Korea,Internet,summer,sell
3265,male,1800,suit,white,XL,GAP,silk,Europe,Adidas,fall,sell
3266,male,1000,suit,black,XSS,NET,nylon,Canada,amazon,fall,fail
3267,female,1800,suit,Brown,L,GAP,acetate,America,amazon,spring,fail
3268,male,900,vest,blue,XS,NET,lycra,America,amazon,fall,sell
3269,male,1500,shirt,white,XSS,Zara,nylon,China,amazon,winter,sell
3270,female,1800,uniforms,green,S,Unique,polyester,Japan,shopee,winter,sell
3271,female,1400,jack,orange,XS,H&M,silk,Japan,Adidas,fall,fail
3272,female,1100,coat,blue,XL,H&M,nylon,China,amazon,winter,fail
3273,male,1800,shoes,blue,XL,NIKE,spandex,China,Storefront,summer,fail
3274,male,1600,shoes,white,XXL,Unique,nylon,America,Adidas,spring,sell
3275,male,300,vest,red,S,Unique,cotton,China,shopee,fall,sell
3276,male,1500,dress,black,L,Adidas,linen,Taiwan,shopee,winter,sell
3277,female,2000,shoes,orange,XL,GAP,acrylic,China,Storefront,fall,fail
3278,male,1200,shoes,pink,XSS,H&M,linen,Korea,Storefront,summer,fail
3279,female,1400,suit,white,S,GU,lycra,Europe,Internet,spring,sell
3280,male,1200,pants,purple,XL,NET,nylon,Canada,Storefront,spring,sell
3281,male,300,uniforms,red,XSS,Zara,cotton,Europe,Adidas,spring,fail
3282,male,100,louse,Brown,XXXL,Zara,spandex,Taiwan,Storefront,winter,sell
3283,female,300,coat,purple,S,Zara,acetate,Japan,amazon,spring,sell
3284,female,600,uniforms,pink,S,GU,lycra,Canada,Internet,fall,sell
3285,female,800,jack,Brown,L,GAP,polyester,China,Adidas,winter,fail
3286,male,1900,suit,black,XSS,Adidas,linen,Taiwan,Storefront,winter,sell
3287,male,1400,jack,blue,M,GU,acetate,Europe,shopee,spring,fail
3288,male,300,uniforms,yellow,S,H&M,cotton,Taiwan,amazon,winter,sell
3289,female,1600,vest,orange,S,Unique,lycra,America,Adidas,winter,sell
3290,female,300,sweater,black,XS,GAP,linen,Korea,amazon,summer,sell
3291,female,800,uniforms,blue,XSS,GAP,nylon,Taiwan,Internet,summer,fail
3292,female,700,uniforms,white,XSS,Unique,linen,China,amazon,summer,fail
3293,male,1700,coat,red,XXL,GAP,spandex,Taiwan,Storefront,spring,sell
3294,male,1500,vest,purple,XS,H&M,acrylic,Korea,shopee,summer,sell
3295,female,1600,shirt,pink,XL,H&M,nylon,Taiwan,Adidas,winter,fail
3296,female,300,shoes,red,M,GU,silk,Japan,shopee,summer,sell
3297,female,1400,suit,yellow,XXXL,NET,polyester,Korea,amazon,spring,sell
3298,female,900,louse,white,XSS,Unique,silk,America,amazon,spring,fail
3299,female,1900,garter,white,L,GAP,lycra,Taiwan,amazon,summer,fail
3300,male,1600,pants,red,S,NIKE,linen,Korea,Internet,winter,sell
3301,male,600,coat,Brown,XL,GU,acrylic,Europe,amazon,spring,fail
3302,female,100,shirt,blue,L,Adidas,acrylic,Canada,Internet,summer,sell
3303,female,600,uniforms,green,XXL,GAP,nylon,Canada,Internet,fall,fail
3304,male,1500,dress,pink,XS,GAP,acetate,China,Internet,summer,fail
3305,female,1500,coat,Brown,XL,GU,silk,Korea,amazon,fall,sell
3306,female,1700,louse,green,M,Adidas,lycra,Taiwan,shopee,winter,fail
