TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
2396,male,16,1,1,1,0,8,1,4,2
2397,male,2,1,3,7,0,7,6,0,1
2398,male,18,1,8,3,1,3,2,2,0
2399,male,15,9,2,3,5,3,6,4,2
2400,female,12,6,8,6,1,6,0,1,0
2401,female,10,10,1,7,2,5,0,2,0
2402,female,12,5,0,0,5,5,1,4,0
2403,male,18,6,4,7,5,3,6,1,2
2404,female,10,3,7,0,1,7,4,4,1
2405,female,9,3,3,4,2,4,0,3,0
2406,female,2,11,8,3,7,3,6,0,2
2407,female,11,8,9,1,4,1,2,4,2
2408,male,11,0,9,2,1,2,3,2,0
2409,male,12,0,0,5,0,9,3,1,1
2410,male,19,9,9,6,0,3,2,4,3
2411,male,5,1,4,5,1,2,5,4,3
2412,male,4,5,3,5,2,6,1,3,0
2413,male,14,5,5,4,5,0,5,0,3
2414,female,0,10,0,6,1,7,5,0,1
2415,female,18,5,3,6,3,6,5,2,3
2416,male,12,3,9,5,6,6,6,2,2
2417,male,7,9,7,1,3,1,6,3,0
2418,female,10,8,9,5,6,9,3,2,3
2419,female,18,8,3,7,1,5,0,2,1
2420,male,1,11,2,7,0,1,1,3,2
2421,male,7,9,2,3,1,3,6,2,0
2422,female,10,7,5,1,4,6,4,0,0
2423,female,10,1,9,2,5,6,6,3,1
2424,female,13,0,8,6,4,2,6,4,2
2425,male,19,6,2,4,0,0,6,2,1
2426,male,5,8,6,1,0,3,2,0,0
2427,female,19,9,1,7,7,1,3,1,1
2428,male,14,3,1,4,0,5,3,1,3
2429,female,10,10,6,1,6,3,4,3,2
2430,female,7,1,1,1,4,6,2,1,3
2431,male,7,8,6,0,7,9,6,4,1
2432,female,2,5,7,1,1,8,6,1,2
2433,female,4,1,1,4,6,2,5,2,3
2434,male,9,3,1,6,3,9,0,1,1
2435,male,12,6,4,1,0,9,3,0,0
2436,male,5,11,5,3,1,3,0,3,0
2437,female,14,0,0,3,0,2,2,2,0
2438,male,16,0,3,5,7,0,5,4,3
2439,male,18,0,1,4,6,1,3,1,0
2440,male,5,3,6,2,6,8,4,0,1
2441,male,10,0,1,4,0,3,5,2,3
2442,female,3,8,5,6,0,7,1,1,0
2443,male,16,9,6,5,1,2,4,2,2
2444,male,14,11,6,6,3,9,2,0,0
2445,female,14,4,0,7,5,4,5,2,2
2446,male,16,8,7,7,4,5,2,2,1
2447,male,4,9,4,0,3,4,5,0,1
2448,female,9,10,3,2,3,6,2,1,0
2449,female,14,0,6,3,2,4,5,1,3
2450,female,17,11,3,3,7,8,0,0,1
2451,male,9,7,2,5,2,3,1,4,0
2452,male,12,0,1,5,7,6,2,4,1
2453,female,17,4,2,3,3,9,4,2,0
2454,male,10,3,9,4,7,0,0,1,1
2455,female,4,11,6,1,4,6,3,1,0
2456,female,10,0,2,1,6,0,6,2,1
2457,male,5,10,8,0,5,5,4,0,3
2458,male,8,4,7,7,0,0,4,4,1
2459,male,19,8,2,6,3,2,1,0,3
2460,male,13,7,9,7,7,7,4,0,2
2461,male,1,9,2,3,0,2,3,3,1
2462,female,19,6,1,2,1,3,2,0,2
2463,male,8,6,6,0,0,1,4,1,0
2464,female,1,5,0,6,4,3,6,3,3
2465,female,7,7,6,6,4,7,5,4,2
2466,male,17,9,1,3,1,5,4,1,3
2467,female,4,9,3,3,5,3,1,2,2
2468,female,9,3,0,6,7,4,5,1,0
2469,female,1,10,4,5,7,3,5,1,1
2470,female,14,8,3,6,5,4,4,2,0
2471,male,16,2,4,0,1,0,0,1,1
2472,female,3,2,8,7,4,3,0,1,1
2473,female,17,11,0,2,1,4,4,0,0
2474,male,18,5,2,3,1,9,4,4,1
2475,male,7,6,9,5,6,9,1,4,2
2476,male,17,0,1,4,3,1,3,1,1
2477,female,13,0,8,4,1,4,0,2,3
2478,male,9,0,8,1,7,5,0,4,3
2479,female,17,8,3,3,4,9,1,4,0
2480,male,1,2,4,0,2,1,0,4,0
2481,female,10,11,6,3,6,0,0,3,0
2482,female,18,1,1,2,2,6,1,2,3
2483,male,9,3,8,3,7,2,2,1,1
2484,male,8,5,5,4,7,2,1,1,1
2485,female,4,11,6,3,1,1,3,3,1
2486,male,14,3,3,6,4,1,3,2,2
2487,female,15,5,0,4,4,6,1,4,0
2488,female,3,3,7,6,0,2,1,4,1
2489,female,6,11,7,3,0,7,5,3,0
2490,female,19,0,3,2,0,3,1,4,3
2491,male,16,6,3,2,7,1,6,2,0
2492,male,15,6,5,0,2,5,3,1,0
2493,male,15,8,7,1,5,8,1,3,3
2494,female,10,4,7,7,3,0,5,3,3
2495,male,14,8,3,6,7,3,3,1,2
2496,female,2,3,5,0,7,2,6,3,2
2497,male,17,4,3,1,2,0,5,2,2
2498,male,3,5,7,5,6,8,0,1,1
2499,male,10,5,6,7,4,7,3,0,1
2500,female,19,5,7,7,2,1,4,3,3
2501,male,8,8,1,2,6,6,6,1,1
2502,female,5,7,1,2,5,8,6,1,3
2503,female,3,3,2,3,0,2,5,2,3
2504,female,9,2,4,4,2,7,6,2,3
2505,female,12,4,0,1,3,2,3,0,0
2506,male,5,2,5,1,6,5,0,4,3
2507,male,11,2,7,1,4,2,1,4,2
2508,female,18,4,6,7,4,7,4,4,3
2509,female,9,7,4,5,0,8,0,0,3
2510,female,15,1,0,7,5,6,3,1,0
2511,male,5,3,8,2,3,6,3,4,2
2512,female,6,0,3,6,0,0,6,1,1
2513,female,10,8,0,4,5,8,6,0,0
2514,male,0,3,5,5,6,5,0,4,2
2515,female,15,0,7,1,6,8,5,0,2
2516,male,17,8,9,7,7,8,5,2,1
2517,male,11,1,4,0,6,2,5,3,0
2518,female,8,9,1,5,6,5,4,0,3
2519,male,18,11,8,6,2,4,2,0,0
2520,male,9,11,5,4,4,4,4,3,1
2521,female,17,10,7,2,1,5,5,1,2
2522,male,1,6,9,3,3,4,4,0,3
2523,female,17,9,1,0,6,2,5,3,0
2524,female,8,10,7,7,2,6,1,3,3
2525,male,12,2,9,4,2,7,6,2,2
2526,male,8,9,4,3,5,0,4,0,3
2527,female,9,11,1,0,0,5,6,4,0
2528,female,19,7,8,4,3,9,5,3,3
2529,female,13,0,8,6,1,5,1,4,0
2530,male,8,5,8,4,2,2,4,4,0
2531,female,10,2,6,3,1,8,5,0,2
2532,male,9,10,6,1,4,1,3,4,3
2533,female,10,6,5,6,7,3,6,1,2
2534,female,16,8,8,5,2,2,4,1,0
2535,male,11,6,3,0,5,9,0,0,3
2536,male,8,10,0,0,6,1,2,0,3
2537,male,19,9,9,6,5,0,6,0,1
2538,female,19,2,2,2,4,1,4,1,2
2539,female,17,7,0,2,6,0,2,1,1
2540,male,14,6,9,0,5,3,1,1,2
2541,female,7,6,3,0,1,9,4,1,1
2542,male,2,6,8,4,2,1,6,0,0
2543,male,9,11,2,1,7,6,2,1,3
2544,male,18,9,5,5,2,1,6,0,0
2545,male,8,8,5,3,5,8,6,2,2
2546,female,7,9,2,6,0,5,2,0,2
2547,male,5,10,9,2,6,7,0,4,0
2548,male,19,0,8,7,2,4,4,1,1
2549,male,12,9,3,2,6,2,4,3,0
2550,male,7,3,5,4,3,3,5,3,1
2551,male,18,4,0,0,3,5,3,2,1
2552,male,9,4,1,5,3,3,1,1,1
2553,male,7,8,3,0,7,7,3,1,3
2554,male,9,3,4,3,1,8,2,0,3
2555,female,19,9,7,4,5,1,3,4,3
2556,male,19,5,4,5,3,1,0,2,1
2557,female,13,1,6,5,3,3,3,1,0
2558,male,18,7,4,0,1,6,0,4,2
2559,female,9,9,5,1,2,5,2,2,0
2560,male,16,5,9,7,0,3,1,4,0
2561,female,7,7,5,2,2,5,5,0,3
2562,female,18,7,8,0,1,6,5,2,2
2563,female,0,1,0,3,7,0,6,3,1
2564,female,18,6,3,1,4,6,6,1,2
2565,female,18,9,0,6,4,3,1,0,0
2566,male,6,8,1,4,0,9,2,3,3
2567,female,18,8,4,2,5,3,5,1,3
2568,male,18,8,2,2,7,6,0,1,3
2569,male,19,8,9,1,6,5,2,1,1
2570,male,3,10,3,6,6,5,6,0,3
2571,female,8,2,8,6,7,2,6,1,1
2572,male,17,4,4,6,5,5,0,2,3
2573,female,14,11,2,0,0,7,6,2,0
2574,female,18,8,5,7,2,8,3,2,2
2575,male,14,2,3,4,6,8,6,3,1
2576,male,16,9,2,0,0,3,6,0,3
2577,male,16,11,2,3,0,5,1,2,0
2578,female,2,9,7,4,2,1,3,0,2
2579,female,6,0,8,0,7,0,0,2,0
2580,male,18,8,7,0,1,8,0,0,1
2581,female,4,1,6,4,2,9,4,0,1
2582,male,9,7,3,3,5,2,5,0,2
2583,female,4,1,7,3,2,6,2,3,0
2584,male,14,1,3,6,1,7,4,4,3
2585,male,1,1,4,5,0,9,4,3,1
2586,male,0,5,7,4,6,5,0,0,2
2587,female,17,10,0,0,1,3,0,2,3
2588,male,19,0,9,5,3,5,2,4,1
2589,male,13,7,7,1,2,5,0,4,1
2590,male,13,10,7,7,5,3,3,2,1
2591,female,7,1,1,5,5,7,2,4,3
2592,male,4,4,5,3,6,2,5,3,3
2593,male,8,3,0,5,2,6,4,0,2
2594,female,11,8,5,6,3,7,1,0,3
2595,female,12,8,0,7,7,8,3,3,1
2596,female,12,4,1,7,4,0,0,2,1
2597,male,4,5,0,6,5,4,5,4,3
2598,female,13,5,3,4,7,5,0,1,2
2599,male,4,4,3,0,4,6,5,4,3
2600,female,0,8,3,7,2,0,6,4,0
2601,male,5,8,8,6,6,6,4,3,0
2602,male,18,8,0,4,1,2,6,1,3
2603,female,19,8,9,1,0,6,0,2,1
2604,male,2,3,9,7,1,7,0,2,3
2605,female,15,7,2,4,7,2,2,4,0
2606,male,5,2,5,7,6,9,6,3,0
2607,male,3,9,5,2,2,7,3,4,1
2608,female,16,5,9,6,5,0,3,1,1
2609,male,7,3,1,0,0,9,6,1,1
2610,male,0,0,9,4,3,7,1,1,0
2611,male,16,4,4,4,7,0,6,0,1
2612,female,2,1,8,6,2,4,1,0,2
2613,male,6,8,7,4,6,2,0,0,3
2614,male,9,11,6,0,2,5,5,2,1
2615,female,16,1,5,6,6,3,4,3,1
2616,female,1,1,8,5,1,1,0,0,1
2617,male,1,7,5,5,0,7,2,3,0
2618,female,15,6,6,2,4,5,6,4,3
2619,male,11,5,7,2,6,5,5,3,2
2620,male,14,0,0,7,3,4,2,1,0
2621,female,16,5,6,1,5,7,4,1,2
2622,male,15,6,5,6,2,0,4,0,0
2623,male,17,9,7,6,4,1,4,4,2
2624,male,9,3,5,2,0,3,0,0,3
2625,female,0,9,2,4,2,3,4,3,3
2626,male,8,9,4,3,7,6,4,1,0
2627,male,5,4,4,1,3,2,5,2,3
2628,female,8,3,1,6,0,1,0,1,3
2629,female,19,4,7,6,3,2,2,2,0
2630,female,8,0,3,3,2,8,0,0,3
2631,female,4,10,8,1,1,0,4,4,0
2632,female,13,6,1,0,6,7,3,4,2
2633,male,6,11,1,2,5,2,4,4,1
2634,female,1,11,0,0,2,0,0,1,3
2635,female,18,10,4,0,2,8,5,4,3
2636,male,16,8,2,0,7,0,5,4,3
2637,male,15,10,1,1,7,1,1,2,3
2638,female,9,11,7,3,1,8,0,2,0
2639,female,2,0,5,4,5,6,3,2,1
2640,female,4,9,1,0,2,9,0,0,2
2641,female,9,6,6,0,1,8,0,3,3
2642,male,19,7,7,7,1,4,1,3,2
2643,female,1,10,0,2,5,8,3,4,2
2644,female,8,5,3,7,4,4,0,1,3
2645,male,7,1,0,6,2,4,0,0,0
2646,female,2,6,2,4,5,6,2,3,2
2647,male,17,4,2,4,1,7,4,1,1
2648,female,5,6,3,4,7,5,5,0,3
2649,female,14,3,7,4,1,6,2,1,1
2650,male,7,1,2,1,6,1,4,0,1
2651,female,6,4,7,3,5,3,6,0,3
2652,female,6,2,3,3,1,7,4,4,1
2653,male,14,0,6,0,3,4,2,0,1
2654,male,4,3,9,3,5,8,4,1,0
2655,female,14,11,6,2,5,8,4,1,2
2656,male,12,4,4,1,4,6,5,0,2
2657,male,1,6,1,6,2,1,3,3,1
2658,female,15,6,6,7,0,9,5,1,3
2659,male,3,10,3,1,4,5,0,2,3
2660,female,4,5,0,0,2,7,0,0,1
2661,female,12,10,3,5,4,2,5,3,2
2662,male,8,11,4,3,1,9,6,1,2
2663,male,3,10,5,4,2,6,4,2,0
2664,male,5,10,2,4,1,8,3,3,3
2665,male,6,6,6,4,2,4,1,2,1
2666,female,4,2,5,5,3,0,4,3,3
2667,female,4,6,1,2,7,6,3,4,1
2668,female,6,10,6,7,1,5,6,0,0
2669,female,2,3,5,6,6,2,4,3,0
2670,female,1,7,4,2,4,3,6,1,2
2671,male,5,1,7,3,0,0,4,1,3
2672,male,19,9,0,1,0,1,6,1,0
2673,male,17,7,8,5,0,3,5,1,3
2674,female,6,0,8,6,1,1,4,3,2
2675,female,0,3,7,1,7,9,6,3,3
2676,male,19,4,1,4,0,9,3,1,3
2677,female,13,2,2,7,4,4,6,1,0
2678,female,4,7,5,1,7,1,0,0,2
2679,male,18,3,3,2,4,9,1,3,0
2680,male,2,11,6,3,5,7,0,0,3
2681,female,12,6,6,1,4,4,0,2,2
2682,female,9,1,5,3,6,4,0,2,2
2683,female,13,5,3,0,0,9,2,3,2
2684,male,14,10,6,2,4,8,4,3,1
2685,male,6,8,4,5,5,2,3,4,1
2686,male,15,10,2,0,5,6,2,0,0
2687,female,13,8,8,3,1,6,5,4,3
2688,male,16,7,6,7,7,9,6,1,0
2689,male,17,2,5,6,2,9,6,2,0
2690,male,4,4,4,0,1,5,4,1,1
2691,male,12,7,5,3,6,3,3,0,2
2692,male,13,3,1,2,7,0,6,1,2
2693,female,17,1,1,6,3,8,6,3,2
2694,male,3,11,0,6,2,1,6,1,1
2695,female,8,1,1,6,0,0,0,0,1
2696,male,11,0,3,4,7,3,4,4,3
2697,male,0,9,2,0,6,6,1,3,1
2698,female,5,5,6,2,3,5,3,4,2
2699,male,0,10,4,0,0,0,0,4,1
2700,male,4,5,7,1,1,7,2,0,2
2701,male,14,10,8,6,4,9,0,2,3
2702,female,9,7,0,0,2,3,3,2,2
2703,male,16,10,6,1,6,9,6,4,2
2704,female,12,11,6,0,4,8,0,0,0
2705,male,19,11,8,4,5,4,4,4,0
2706,female,2,2,9,5,0,1,6,3,3
2707,female,14,8,0,0,7,1,1,2,3
2708,female,5,7,0,3,2,9,6,3,3
2709,female,18,5,0,1,5,5,5,1,2
2710,male,5,9,1,7,5,3,4,2,1
2711,male,10,10,9,0,2,2,3,2,2
2712,male,0,1,4,3,3,1,6,4,0
2713,male,1,3,5,4,0,3,0,4,0
2714,female,12,10,0,3,3,4,3,4,1
2715,female,11,6,2,3,5,5,3,3,3
2716,female,14,10,9,6,6,0,0,3,1
2717,male,6,0,7,1,1,9,4,4,0
2718,female,10,3,6,0,6,6,1,0,1
2719,male,9,4,2,0,5,8,4,2,1
2720,female,2,6,2,6,6,7,3,1,3
2721,female,12,1,5,2,4,3,0,3,1
2722,female,16,11,5,0,3,5,6,0,3
2723,female,10,1,4,6,6,5,1,0,3
2724,male,9,9,7,4,5,0,3,1,3
2725,female,0,2,7,4,4,0,4,2,3
2726,male,10,0,1,2,4,2,1,3,1
2727,female,18,2,4,0,4,5,2,0,3
2728,female,9,0,7,6,5,3,1,2,3
2729,male,7,3,3,1,2,4,4,1,1
2730,female,16,10,2,6,4,3,6,4,1
2731,male,6,3,4,6,6,9,4,4,3
2732,female,5,11,3,1,7,7,4,4,3
2733,male,18,9,9,1,7,3,5,1,0
2734,male,4,7,8,2,5,0,3,1,3
2735,male,16,8,3,0,0,2,4,4,3
2736,female,18,5,7,3,0,0,0,2,0
2737,male,18,7,4,5,1,1,0,4,3
2738,female,4,1,6,2,4,8,4,1,3
2739,male,6,0,4,5,7,1,6,1,2
2740,male,13,2,9,7,2,2,5,0,3
2741,female,4,8,3,7,6,2,3,4,1
2742,female,2,10,1,6,7,4,1,4,2
2743,female,0,2,9,5,6,8,2,3,2
2744,female,4,9,0,3,6,6,5,2,1
2745,male,18,6,9,2,6,3,4,3,0
2746,male,13,0,7,7,1,3,5,0,1
2747,female,7,9,8,4,0,0,3,0,1
2748,male,9,7,2,0,3,4,4,4,1
2749,female,3,2,6,4,5,4,2,3,2
2750,female,15,0,6,3,0,9,2,4,1
2751,female,6,4,5,5,2,2,3,2,3
2752,female,4,8,1,2,6,8,6,4,2
2753,female,13,10,6,3,6,7,2,1,1
2754,male,10,10,3,7,4,2,2,0,1
2755,male,5,0,0,2,3,6,5,0,3
2756,female,12,5,8,6,5,7,3,0,0
2757,female,5,10,6,4,6,4,4,2,1
2758,male,12,1,5,3,5,6,6,1,3
2759,female,2,0,0,5,4,1,2,3,3
2760,male,16,9,2,1,2,4,0,2,1
2761,male,0,6,0,3,0,0,0,4,1
2762,male,16,2,7,5,3,8,5,3,2
2763,female,17,6,5,0,6,7,1,1,3
2764,male,13,8,6,0,1,7,4,3,3
2765,male,5,11,9,1,7,1,1,2,3
2766,female,0,0,0,5,3,6,6,1,0
2767,male,13,7,6,3,0,6,5,0,0
2768,male,10,9,4,3,2,6,6,4,3
2769,male,0,4,0,2,7,3,2,4,2
2770,male,4,0,2,6,0,7,5,4,1
2771,male,19,6,1,4,6,2,3,0,3
2772,female,19,2,9,4,3,4,3,4,3
2773,female,15,7,8,6,3,0,6,3,3
2774,male,11,4,2,4,0,6,0,4,0
2775,male,12,0,3,5,7,7,2,3,1
2776,female,15,10,1,7,2,9,6,4,0
2777,male,1,3,2,2,6,1,2,4,3
2778,male,1,3,6,7,7,3,6,1,3
2779,male,18,6,5,5,7,1,3,2,2
2780,male,3,4,0,2,1,6,2,0,3
2781,female,2,10,7,2,7,6,2,2,1
2782,male,2,3,9,2,3,7,2,2,3
2783,female,7,10,0,0,5,4,2,2,3
2784,male,9,11,4,4,0,0,6,2,0
2785,female,5,6,7,0,5,1,3,0,2
2786,male,18,9,7,2,5,6,0,2,1
2787,female,17,4,1,6,4,6,3,4,2
2788,male,7,10,7,3,7,6,5,0,1
2789,male,14,4,9,0,4,4,5,1,3
2790,male,19,11,9,1,7,4,4,3,3
2791,female,2,4,3,2,7,4,2,2,0
2792,male,15,0,0,3,7,0,0,4,1
2793,male,17,2,4,6,3,6,6,2,3
2794,female,16,11,9,3,3,3,3,3,2
2795,male,8,6,7,5,0,8,6,0,0
2796,male,12,1,5,4,4,9,4,3,3
2797,male,15,0,7,2,7,4,6,2,1
2798,female,14,7,4,7,5,2,6,4,2
2799,female,11,1,0,3,0,9,1,2,3
2800,male,14,4,2,1,1,1,1,2,1
2801,female,19,9,7,0,3,0,4,2,0
2802,female,5,8,4,3,2,8,6,2,0
2803,female,4,4,0,7,3,9,2,1,3
2804,female,8,10,5,5,3,8,6,3,3
2805,female,13,8,9,5,3,8,6,4,3
2806,female,19,11,7,5,5,6,5,4,3
2807,female,4,3,2,2,5,0,0,0,1
2808,male,10,4,7,3,6,4,5,2,0
2809,male,19,2,9,6,3,5,6,2,2
2810,male,5,1,3,3,6,6,6,3,1
2811,male,1,7,3,5,5,1,0,3,2
2812,female,6,6,1,6,4,6,1,4,1
2813,male,4,1,0,5,2,5,6,4,1
2814,female,1,2,8,7,6,8,6,2,3
2815,female,0,10,8,4,3,7,5,1,0
2816,female,7,4,6,6,1,4,5,3,3
2817,male,12,10,8,4,6,6,3,2,2
2818,female,18,9,1,5,3,1,1,1,1
2819,female,19,2,5,4,2,7,2,1,2
2820,female,16,1,6,2,5,4,5,3,3
2821,female,11,2,1,3,4,2,0,1,3
2822,male,0,3,8,4,5,7,3,1,1
2823,female,17,8,0,0,0,4,1,2,1
2824,male,1,9,0,5,6,3,2,1,1
2825,male,1,4,2,1,0,7,5,2,1
2826,female,14,8,4,0,7,7,6,3,0
2827,male,15,11,2,4,2,5,3,2,0
2828,male,14,8,8,5,3,4,0,1,2
2829,female,0,8,0,6,1,7,0,4,3
2830,female,16,2,5,4,0,5,4,3,1
2831,female,18,5,8,5,4,6,0,3,1
2832,female,17,8,6,5,0,3,3,1,3
2833,male,16,5,8,5,1,1,0,2,0
2834,male,8,9,9,3,5,9,2,1,1
2835,male,12,6,4,6,1,8,0,2,3
2836,female,11,3,7,1,7,9,3,1,3
2837,male,11,2,3,0,1,1,5,2,1
2838,female,0,9,4,7,2,2,6,2,3
2839,male,4,11,6,6,5,5,5,3,1
2840,female,14,11,5,3,7,7,2,3,1
2841,male,3,7,4,0,1,2,0,1,3
2842,female,1,6,9,7,7,3,5,1,0
2843,female,7,8,2,1,3,0,4,0,2
2844,female,18,8,2,7,4,7,6,0,0
2845,female,5,4,2,4,1,4,5,2,2
2846,female,11,9,6,6,1,7,2,2,2
2847,male,2,3,1,6,4,3,0,1,0
2848,male,17,9,0,4,2,6,2,1,1
2849,female,9,0,3,1,3,3,4,2,3
2850,male,18,10,9,6,7,0,2,4,1
2851,male,10,8,4,7,2,6,5,1,3
2852,male,12,0,5,4,2,2,4,4,3
2853,male,11,6,2,2,3,5,3,3,2
2854,female,12,2,6,1,7,8,4,1,1
2855,male,18,8,4,4,0,0,6,1,0
2856,male,8,1,7,3,2,5,2,0,1
2857,male,2,5,1,2,6,9,6,3,0
2858,female,11,3,9,5,2,6,1,0,2
2859,female,14,3,0,2,6,7,2,1,3
2860,female,11,10,4,3,1,8,0,1,3
2861,female,9,3,1,5,1,4,1,4,0
2862,female,17,8,2,1,0,5,3,3,0
2863,male,10,7,6,0,4,1,2,4,1
2864,female,17,4,8,6,2,2,3,2,0
2865,female,9,9,8,6,7,4,6,3,3
2866,female,15,3,8,2,2,1,1,2,3
2867,male,4,11,3,4,0,4,5,3,2
2868,female,12,0,1,0,1,4,2,0,1
2869,male,1,4,9,2,3,1,6,2,2
2870,male,3,8,1,7,5,7,2,1,0
2871,male,13,0,4,7,7,8,2,2,2
2872,male,3,5,9,1,1,3,0,4,1
2873,male,17,6,2,3,0,3,0,3,3
2874,male,7,5,2,2,7,8,1,1,2
2875,male,5,5,6,5,7,1,1,3,1
2876,male,15,2,5,5,3,7,5,3,2
2877,female,9,1,9,1,3,7,5,2,2
2878,male,16,9,6,0,2,6,4,4,1
2879,female,2,6,4,1,3,7,5,4,0
2880,female,2,4,6,4,2,4,1,4,1
2881,female,19,1,2,3,7,5,0,0,0
2882,female,5,9,7,0,6,6,5,1,0
2883,female,2,0,3,1,4,1,1,0,3
2884,female,7,2,9,4,4,0,5,0,0
2885,female,11,11,1,3,6,1,4,2,3
2886,male,5,5,8,4,1,2,4,1,0
2887,male,16,1,6,3,4,3,4,0,0
2888,female,3,6,4,4,5,0,6,1,3
2889,female,10,11,8,4,0,7,2,0,2
2890,female,17,9,9,7,0,1,2,1,2
2891,female,10,1,1,1,5,1,3,4,2
2892,male,14,7,3,6,0,6,6,2,0
2893,male,9,0,8,6,0,6,5,1,0
2894,male,7,2,2,0,0,7,5,4,1
2895,female,3,6,5,5,1,8,2,0,3
2896,female,1,3,1,2,7,1,1,1,0
2897,female,19,5,0,7,4,9,5,2,2
2898,female,17,0,9,2,4,3,1,2,2
2899,male,0,7,2,1,0,3,4,1,2
2900,male,11,0,9,7,1,5,3,1,0
2901,male,6,1,7,2,0,0,2,1,2
2902,male,1,7,1,1,3,7,3,2,0
2903,male,5,8,4,7,1,6,4,2,1
2904,male,2,5,1,6,7,3,4,4,1
2905,female,9,9,1,6,1,1,1,2,1
2906,female,15,11,3,1,1,3,5,0,0
2907,male,18,5,2,2,4,8,4,0,3
2908,female,7,0,2,5,4,3,0,3,0
2909,female,9,5,1,5,7,8,4,4,3
2910,male,18,1,3,1,7,7,5,2,2
2911,male,8,6,1,6,4,0,4,3,1
2912,male,19,5,8,3,0,5,2,3,3
2913,female,1,5,7,3,3,7,0,1,0
2914,male,15,8,5,4,7,6,1,1,1
2915,male,10,6,5,2,7,2,0,0,2
2916,female,18,11,9,4,2,2,4,1,3
2917,male,19,5,1,2,1,4,5,2,0
2918,male,15,4,5,3,1,0,4,0,3
2919,male,13,9,6,2,3,5,0,2,3
2920,male,9,3,5,7,2,6,6,3,3
2921,female,18,4,2,5,2,7,0,4,3
2922,male,8,5,5,0,3,0,2,1,2
2923,male,3,0,3,3,1,5,3,3,1
2924,female,9,7,2,1,2,7,4,1,3
2925,female,1,11,8,1,1,3,6,0,2
2926,female,16,10,9,2,1,8,4,2,3
2927,female,11,0,2,1,2,2,5,4,1
2928,female,13,5,4,1,1,3,2,4,2
2929,female,5,11,3,6,1,9,2,3,1
2930,female,6,11,2,4,1,0,2,4,0
2931,female,11,0,3,4,7,3,3,4,3
2932,female,16,5,2,5,3,8,2,4,3
2933,male,2,3,9,5,6,4,5,3,1
2934,male,16,0,6,3,6,1,2,1,2
2935,female,16,9,5,6,7,6,6,1,3
2936,female,17,7,9,6,3,4,3,1,3
2937,female,5,9,3,6,7,4,1,2,3
2938,male,1,2,3,1,3,7,1,4,2
2939,female,10,7,1,2,7,1,0,3,0
2940,female,5,2,3,7,7,8,3,0,2
2941,female,8,9,4,3,5,3,4,3,2
2942,female,10,11,0,6,2,8,3,0,3
2943,female,10,8,4,0,7,8,1,1,2
2944,female,1,6,3,5,3,9,0,2,2
2945,female,5,4,2,2,3,3,1,3,3
2946,male,10,7,6,2,5,2,3,3,3
2947,female,3,7,2,0,6,1,2,2,2
2948,female,3,10,6,2,4,1,5,2,3
2949,male,18,9,4,5,1,2,2,2,0
2950,female,19,4,7,4,2,0,5,3,1
2951,female,15,5,5,6,0,4,4,4,0
2952,male,5,6,0,4,3,4,5,1,1
2953,female,18,8,7,5,7,5,2,1,1
2954,male,10,5,4,0,0,0,1,1,2
2955,female,3,1,2,0,2,2,0,4,0
2956,male,18,3,6,1,6,9,1,1,0
2957,female,18,11,0,2,7,2,2,1,3
2958,male,2,11,7,5,6,7,5,1,3
2959,male,0,11,0,2,4,7,3,3,2
2960,female,16,0,6,5,1,1,2,3,2
2961,female,16,0,2,1,0,7,2,3,2
2962,male,0,2,9,6,7,2,0,4,1
2963,female,9,6,5,0,6,6,6,4,0
2964,male,14,9,6,1,2,9,3,4,2
2965,male,19,7,5,5,7,5,2,1,3
2966,male,7,0,3,7,2,6,4,3,0
2967,male,19,8,2,6,0,2,6,1,3
2968,male,0,1,8,4,7,7,3,0,1
2969,female,8,1,1,0,7,2,4,4,2
2970,female,14,8,4,7,3,0,5,4,0
2971,male,15,7,2,7,2,8,2,1,1
2972,female,8,3,5,0,0,9,1,3,3
2973,female,16,1,1,4,5,1,3,4,1
2974,female,0,3,6,1,0,0,2,1,1
2975,female,18,2,7,2,6,8,6,1,2
2976,male,2,6,6,1,0,9,1,2,0
2977,male,18,2,5,6,5,0,3,0,0
2978,female,15,0,2,1,2,0,4,0,2
2979,male,16,3,3,2,1,5,1,2,0
2980,female,5,10,8,1,6,6,4,2,2
2981,male,10,1,4,6,5,4,1,2,3
2982,male,6,9,0,7,5,2,3,4,3
2983,female,18,7,4,2,0,2,5,0,0
2984,male,0,0,0,0,5,3,6,2,3
2985,female,14,4,1,1,5,4,1,2,3
2986,male,4,5,3,3,3,2,0,1,2
2987,female,9,1,4,6,6,0,6,2,3
2988,female,17,9,6,5,4,4,1,0,2
2989,male,12,3,8,7,6,6,1,2,1
2990,male,5,0,8,5,7,9,4,0,1
2991,female,1,7,1,4,6,8,2,3,2
2992,male,18,4,0,4,3,1,0,3,1
2993,male,5,9,4,2,3,2,4,1,3
2994,female,17,9,9,3,7,9,4,0,1
2995,male,4,10,5,1,3,6,3,1,0
2996,female,17,3,0,5,0,5,3,2,2
2997,female,10,7,9,0,2,6,1,0,0
2998,male,19,0,3,3,3,6,2,3,3
2999,female,14,3,3,2,0,7,1,3,1
3000,male,17,3,2,6,4,4,6,2,1
3001,female,8,8,9,4,3,2,0,4,0
