TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
579,1,6,6,1,2,7,0,1,4,3,0
580,0,8,1,2,0,6,4,5,4,1,1
581,0,7,11,4,4,4,5,0,0,2,0
582,0,1,8,1,3,4,9,0,2,0,1
583,1,13,6,6,1,5,2,1,2,2,0
584,0,16,7,3,5,2,7,1,1,0,1
585,0,14,11,0,2,6,7,6,0,3,1
586,0,5,6,0,0,3,9,2,4,1,0
587,1,18,0,7,0,3,0,5,2,2,1
588,1,17,7,0,5,5,3,3,2,0,0
589,1,8,6,6,4,0,9,4,3,0,0
590,0,8,3,2,0,1,0,6,3,0,0
591,0,2,4,1,5,2,8,1,2,2,1
592,0,10,6,7,3,2,7,4,2,1,1
593,1,19,7,4,0,6,7,6,4,3,1
594,1,11,7,6,2,6,3,0,4,2,1
595,1,1,0,9,7,2,7,2,2,2,1
596,0,12,2,5,2,6,9,4,2,3,1
597,1,18,2,4,4,1,1,2,3,1,0
598,0,6,6,6,6,6,4,5,3,1,1
599,1,18,8,4,3,6,5,2,1,3,1
600,0,8,4,4,1,6,3,2,1,1,0
601,1,11,9,1,4,2,5,5,4,1,0
602,1,16,4,6,4,5,0,5,1,3,0
603,1,11,7,0,2,1,0,4,3,0,0
604,0,11,8,4,3,1,9,3,2,1,0
605,0,9,8,7,2,4,3,1,3,3,1
606,1,1,5,9,5,4,6,5,3,2,1
607,0,13,10,0,7,1,0,6,3,3,0
608,0,11,9,2,5,1,9,2,3,3,0
609,0,16,1,9,7,6,6,0,3,3,1
610,1,15,7,7,4,3,3,0,4,0,0
611,1,4,2,6,0,5,5,5,2,2,1
612,1,18,6,3,0,1,8,4,2,2,1
613,1,16,7,8,2,0,8,6,4,2,1
614,0,7,7,5,5,1,8,6,0,0,0
615,1,12,1,2,4,2,9,5,4,0,0
616,1,7,8,1,3,7,3,3,0,0,0
617,0,15,6,3,6,1,2,2,3,2,0
618,0,8,7,0,4,2,3,0,1,0,0
619,1,8,4,8,3,5,8,1,0,2,1
620,1,15,1,1,2,2,6,6,3,3,1
621,0,15,7,3,5,0,2,6,1,3,0
622,0,5,10,7,4,2,4,3,1,0,0
623,0,0,6,0,3,1,9,6,0,0,1
624,1,19,6,2,2,5,7,2,2,0,0
625,1,17,9,0,3,2,9,5,3,3,0
626,1,6,1,4,1,0,0,6,1,3,1
627,0,6,4,7,0,2,7,4,4,1,1
628,0,15,5,8,1,4,3,4,2,3,0
629,0,4,6,8,4,2,7,6,2,3,1
630,1,2,2,0,7,6,3,2,4,3,1
631,1,8,5,1,7,3,4,1,4,0,1
632,0,9,4,6,5,6,7,6,4,1,1
633,1,10,11,7,5,4,8,1,1,0,1
634,1,15,4,4,2,6,0,2,0,3,1
635,0,14,8,7,6,2,8,0,0,0,0
636,0,3,4,9,0,0,4,2,1,3,0
637,0,7,2,8,7,6,1,3,2,3,0
638,0,11,6,6,2,2,6,1,1,2,1
639,1,12,3,4,7,5,1,4,0,2,0
640,1,16,5,9,5,1,3,5,1,0,1
641,1,0,9,7,6,2,7,4,2,3,1
642,1,4,3,9,0,6,4,6,0,3,1
643,0,5,7,6,4,5,8,0,2,1,0
644,1,11,0,3,6,7,6,1,4,2,0
645,0,17,11,4,5,7,5,3,1,3,1
646,1,15,4,8,0,1,3,0,2,2,1
647,1,10,9,5,6,2,8,2,2,1,0
648,1,18,1,1,6,5,8,2,3,2,0
649,1,12,11,2,6,3,8,1,2,0,1
650,1,19,8,1,0,0,0,4,3,3,1
651,0,8,9,1,3,3,4,5,1,0,1
652,1,16,7,9,1,1,6,6,0,3,1
653,1,13,11,4,4,7,4,0,3,1,1
654,0,15,1,1,1,3,4,1,3,0,1
655,1,13,7,0,3,0,6,5,3,2,0
656,0,13,0,6,6,5,7,5,0,1,1
657,1,6,5,0,5,1,8,1,3,2,1
658,0,14,0,9,2,3,6,2,0,3,1
659,0,9,8,4,5,2,5,4,2,0,0
660,0,12,10,8,6,0,8,3,1,0,0
661,1,5,4,9,3,6,9,1,3,0,1
662,1,14,3,4,7,1,0,3,3,1,0
663,0,8,0,7,1,1,4,2,3,2,0
664,0,16,4,0,4,3,7,1,0,2,1
665,0,2,10,8,0,6,1,6,1,2,1
666,1,9,0,1,2,5,7,5,0,0,0
667,0,16,9,0,0,5,1,4,3,3,0
668,0,0,0,7,7,1,6,3,1,2,1
669,0,10,5,0,1,4,1,0,4,1,0
670,0,18,0,7,4,4,5,6,2,0,0
671,0,14,5,2,4,6,6,0,0,1,0
672,1,2,9,4,0,6,7,2,4,2,1
673,0,12,5,3,6,3,4,6,0,0,0
674,0,4,10,4,1,6,2,5,0,1,1
675,1,3,0,1,2,7,2,4,0,2,0
676,0,3,9,1,7,0,9,0,4,1,0
677,0,5,8,9,2,4,8,1,2,0,1
678,0,15,2,5,1,7,0,6,4,1,1
679,0,19,9,5,4,4,4,4,1,2,0
680,1,11,11,9,4,3,4,0,0,1,1
681,0,7,5,9,7,0,5,2,0,2,0
682,0,17,11,6,0,0,3,3,1,2,0
683,1,2,2,7,7,3,5,0,0,2,0
684,1,1,3,2,6,3,8,1,3,1,1
685,0,8,4,7,1,6,4,0,0,2,0
686,0,16,0,9,0,7,4,2,2,3,1
687,1,4,4,5,7,5,0,5,1,2,0
688,1,10,0,8,1,7,5,0,4,3,1
689,1,5,7,2,5,0,3,1,2,3,0
690,0,12,8,6,1,6,0,6,0,2,0
691,1,17,6,8,2,5,1,3,4,3,1
692,1,3,6,8,4,0,7,5,3,2,1
693,0,12,7,3,2,6,1,0,0,2,1
694,1,19,7,0,7,1,7,2,0,3,0
695,0,19,5,0,3,7,4,6,3,1,1
696,1,5,1,1,1,0,0,6,1,0,1
697,0,17,3,4,3,7,5,1,3,2,1
698,1,11,10,7,1,4,4,6,2,2,1
699,1,13,1,3,7,1,2,0,1,3,0
700,0,15,1,7,2,7,9,2,1,3,1
701,0,13,2,1,0,6,0,5,1,1,1
702,0,6,6,1,5,2,2,4,2,2,0
703,1,11,6,6,4,7,1,6,3,3,1
704,0,17,4,2,7,1,3,0,3,2,0
705,1,12,10,0,4,2,1,3,2,3,0
706,0,10,11,9,4,0,0,5,0,1,1
707,1,13,11,3,1,5,6,3,0,0,1
708,1,7,1,9,2,7,1,0,2,2,0
709,1,18,2,3,1,0,1,5,4,1,0
710,0,15,9,3,0,4,9,2,1,3,0
711,1,0,7,4,4,5,1,6,0,1,1
712,0,4,2,3,2,5,0,4,4,0,1
713,0,14,7,2,3,4,0,1,2,0,0
714,1,14,1,3,4,5,2,0,4,1,0
715,1,2,6,1,5,3,0,5,2,0,0
716,1,11,3,0,2,6,9,6,0,2,1
717,1,19,3,6,1,6,7,2,4,0,1
718,0,18,7,6,6,7,5,2,3,0,1
719,1,8,10,4,7,5,2,0,1,1,0
720,1,10,2,5,0,7,6,6,1,0,1
721,1,10,0,1,0,1,0,5,1,2,1
722,0,14,4,2,4,7,8,4,3,1,1
723,1,12,7,2,6,5,6,5,0,2,0
724,1,19,8,1,2,3,6,6,3,3,1
725,1,4,11,1,4,6,8,4,3,2,1
726,0,12,0,7,3,4,2,6,0,2,0
727,0,0,10,5,4,6,2,5,2,3,1
728,0,16,6,9,7,4,4,6,4,3,0
729,1,6,6,7,2,5,9,2,4,2,0
730,0,19,0,1,2,7,2,1,2,2,1
731,1,9,4,4,3,3,2,1,1,1,0
732,0,10,2,1,1,0,6,1,4,0,0
733,0,16,5,2,7,0,8,1,1,0,0
734,1,16,0,5,5,0,3,4,1,3,0
735,0,6,4,6,6,7,0,1,2,3,1
736,0,1,0,8,5,1,5,1,3,3,1
737,0,1,6,5,2,1,9,3,1,1,1
738,1,4,2,2,6,2,0,3,1,3,0
739,0,5,1,4,6,4,5,5,1,0,1
740,1,15,0,8,3,0,9,3,3,2,1
741,1,17,2,0,3,7,4,5,0,1,0
742,0,13,11,6,2,3,7,5,4,3,1
743,0,14,3,8,2,6,2,1,1,0,1
744,0,7,4,4,6,0,6,6,3,1,0
745,1,6,9,1,4,2,2,2,0,0,0
746,1,11,9,8,0,5,1,6,0,0,1
747,0,1,1,1,0,1,0,3,2,1,1
748,1,6,0,8,6,7,2,4,4,0,1
749,0,11,0,8,6,2,1,0,4,1,0
750,0,16,10,6,3,6,9,1,3,0,0
751,1,13,5,7,2,6,4,5,0,1,1
752,1,14,8,5,0,3,1,0,1,3,1
753,0,7,6,3,5,4,3,4,1,0,0
754,1,4,5,7,5,6,5,0,3,0,1
755,0,12,5,7,4,1,7,6,3,3,1
756,0,3,8,4,6,1,2,3,4,1,0
757,0,10,4,1,0,6,4,3,1,0,0
758,0,13,10,8,6,0,6,5,2,0,1
759,1,1,10,5,1,2,5,6,1,2,1
760,1,3,4,8,3,5,4,4,2,3,1
761,1,7,6,2,5,0,5,6,1,2,1
762,0,1,2,5,0,0,4,6,0,0,1
763,0,13,2,8,1,7,9,4,2,2,1
764,0,3,7,2,6,6,4,6,3,0,0
765,0,2,5,0,6,3,9,1,3,1,1
766,0,7,4,0,4,0,1,5,4,1,1
767,0,12,7,0,5,2,9,0,2,3,0
768,1,19,3,5,3,5,6,1,3,3,0
769,0,6,4,0,5,1,3,4,4,1,0
770,1,18,6,3,7,2,3,0,2,3,0
771,1,5,0,8,0,7,8,0,4,2,1
772,0,12,5,7,6,0,9,5,3,1,1
773,0,10,7,9,7,2,2,6,0,3,0
774,1,17,0,8,2,6,0,6,1,1,1
775,1,2,3,1,5,3,2,3,4,1,0
776,1,15,2,7,5,1,2,1,0,1,0
777,0,16,2,3,0,4,4,2,2,0,0
778,1,8,1,3,3,0,7,3,3,1,0
779,0,2,0,8,3,7,9,5,4,0,1
780,1,5,8,0,2,2,8,3,3,3,0
781,1,7,6,3,5,5,7,6,2,0,1
782,0,10,4,8,6,6,7,1,0,0,1
783,0,13,1,2,5,7,0,0,4,2,1
784,0,18,3,4,7,3,1,2,3,2,0
785,1,10,7,1,6,2,0,6,2,3,1
786,1,17,0,0,1,7,4,6,4,0,1
787,0,19,3,2,5,1,6,4,0,1,0
788,1,9,0,6,7,1,4,2,0,2,0
789,0,11,10,0,2,3,1,1,0,3,1
790,0,7,10,1,2,1,8,6,0,2,1
791,1,0,9,3,1,5,9,0,0,0,1
792,1,1,5,0,7,4,6,6,2,0,1
793,0,13,9,6,3,3,9,2,4,0,0
794,1,18,5,6,7,5,1,0,4,3,1
795,1,12,2,2,6,6,1,0,0,3,1
796,1,2,5,4,0,0,5,1,3,1,1
797,0,0,1,4,1,0,4,0,4,0,1
798,1,15,5,7,3,7,6,4,1,2,1
799,1,1,0,0,0,1,3,2,2,1,1
800,0,15,7,8,1,3,0,6,4,3,0
801,0,15,6,7,0,1,8,1,3,3,0
802,0,5,4,5,6,1,3,5,2,1,1
803,0,14,1,7,0,6,1,3,1,1,1
804,1,1,1,2,0,2,5,4,1,0,1
805,0,7,4,8,1,4,9,4,4,0,0
806,1,1,0,2,5,6,5,5,4,3,1
807,1,15,5,6,2,2,0,0,3,3,1
808,1,7,10,2,7,0,6,6,4,3,1
809,1,14,3,8,2,7,9,4,2,1,1
810,1,17,0,5,4,5,4,6,0,2,1
811,0,11,4,2,3,6,9,0,3,2,0
812,0,0,9,0,5,1,1,4,0,3,1
813,0,7,1,1,3,4,9,5,4,0,1
814,0,17,8,3,7,1,5,1,1,0,0
815,1,11,6,9,1,6,0,0,1,2,1
816,1,13,4,1,2,4,0,3,2,0,0
817,1,12,6,8,2,2,2,2,0,3,1
818,0,3,6,9,6,3,4,5,3,1,1
819,1,3,8,3,4,4,6,3,2,3,0
820,0,16,0,0,3,3,3,0,4,1,0
821,1,10,6,7,0,0,9,0,2,3,1
822,1,3,7,9,7,2,2,6,3,0,1
823,0,7,4,7,1,1,4,4,2,0,0
824,1,17,0,3,4,2,4,6,0,1,1
825,1,8,5,6,7,3,3,0,0,3,1
826,1,3,2,8,1,5,2,1,2,1,1
827,1,5,5,7,4,7,9,0,1,1,1
828,1,0,10,1,3,1,6,0,4,3,1
829,0,16,2,6,0,5,4,3,0,0,0
830,1,8,8,6,0,1,5,2,3,3,1
831,1,6,9,2,6,3,6,5,2,0,0
832,0,0,9,8,3,4,5,2,0,3,1
833,1,17,8,9,2,4,9,4,0,1,0
834,1,9,10,5,4,7,1,4,1,0,0
835,0,2,7,3,4,5,1,3,1,0,1
836,1,17,1,1,1,0,1,0,3,0,0
837,1,1,9,8,7,1,5,5,4,0,1
838,0,11,2,5,3,4,2,5,3,0,1
839,0,3,3,7,4,4,2,6,2,2,0
840,0,6,2,8,1,7,8,1,4,0,1
841,1,8,7,1,3,4,5,5,3,0,0
842,1,9,7,0,7,5,2,3,4,2,0
843,0,17,0,2,5,1,3,1,0,0,0
844,0,2,9,7,5,6,5,0,0,1,1
845,1,8,0,9,2,3,9,6,2,1,1
846,1,18,5,3,0,3,7,1,4,2,1
847,0,0,1,7,0,6,1,0,3,3,1
848,1,17,6,2,1,2,8,3,4,1,0
849,0,13,5,5,0,7,5,3,0,0,1
850,0,15,5,2,4,4,1,5,3,1,1
851,0,17,2,9,5,0,2,1,0,1,0
852,0,3,5,2,1,7,7,2,3,0,1
853,0,0,9,1,7,6,0,6,0,0,1
854,0,14,9,4,7,0,3,5,0,2,1
855,0,19,9,9,3,1,4,5,1,2,1
856,1,4,6,3,4,6,0,0,2,1,1
857,1,10,8,5,1,0,7,2,2,2,0
858,0,18,10,2,1,4,2,5,0,2,1
859,0,8,2,9,2,5,7,6,1,3,1
860,1,14,0,4,6,4,0,2,0,0,0
861,1,7,11,8,0,1,9,4,3,1,1
862,0,2,5,2,7,4,2,0,4,1,1
863,1,9,4,8,5,0,6,1,1,1,1
864,0,14,8,0,3,1,6,4,3,3,0
865,1,6,9,4,1,6,4,4,1,0,1
866,0,6,8,3,3,2,7,4,2,0,1
867,1,13,2,1,5,4,1,5,3,0,0
868,1,18,7,8,3,3,7,0,4,1,1
869,1,14,8,2,7,6,1,4,4,3,1
870,1,5,2,9,1,3,0,3,2,3,0
871,1,2,2,9,2,5,2,0,2,1,0
872,0,15,9,6,5,5,2,2,3,0,0
873,1,14,9,3,2,5,0,1,1,2,0
874,0,14,2,2,4,6,4,1,4,0,0
875,1,9,9,4,2,1,8,0,4,3,0
876,0,16,5,8,4,5,5,0,3,2,0
877,1,15,10,7,0,3,8,1,2,2,1
878,0,7,2,0,5,5,2,2,2,1,0
879,1,0,4,1,3,6,0,2,2,3,1
880,1,19,7,6,5,7,5,5,0,1,0
881,0,14,3,9,3,2,2,4,4,1,0
882,1,7,4,6,6,4,6,6,2,1,1
883,1,17,5,3,6,0,5,4,3,1,1
884,1,7,1,4,2,7,7,2,3,1,0
885,0,14,7,3,1,2,7,5,3,1,1
886,1,3,0,5,2,4,5,2,2,1,0
887,0,15,7,0,5,3,8,2,1,2,0
888,0,17,6,6,6,6,3,0,0,1,0
889,1,7,5,2,4,7,0,2,0,3,1
890,1,2,5,9,0,2,4,3,0,3,1
891,0,11,8,0,1,2,4,4,4,0,0
892,0,2,10,9,5,3,3,3,4,3,1
893,0,0,5,4,0,6,5,1,1,1,1
894,0,14,1,6,4,5,8,2,0,2,1
895,0,3,0,9,0,0,6,2,4,2,0
896,0,8,4,3,4,5,8,5,3,1,1
897,1,4,11,3,4,3,7,6,0,2,1
898,1,7,1,5,5,6,0,2,4,0,1
899,1,11,1,0,5,7,4,1,3,1,0
900,0,2,2,1,1,2,6,6,3,0,1
901,1,10,7,9,1,3,4,0,0,1,0
902,1,8,9,5,7,7,9,1,3,2,0
903,0,5,7,4,3,0,4,2,1,1,0
904,0,6,5,0,2,2,4,6,4,0,1
905,0,3,5,7,6,4,2,0,2,2,0
906,0,14,9,5,5,0,4,1,3,0,0
907,1,5,1,2,4,6,8,5,0,1,1
908,0,11,8,2,0,3,4,5,2,3,1
909,0,13,1,9,2,3,6,2,1,1,1
910,1,8,6,0,6,6,6,2,1,0,1
911,1,1,8,4,2,0,0,2,2,1,1
912,0,3,5,3,2,5,5,1,1,2,1
913,0,17,11,6,4,4,5,6,2,1,0
914,1,1,4,0,1,2,7,4,1,1,1
915,0,9,4,0,1,5,5,2,4,3,0
916,0,12,2,1,6,6,0,3,1,0,0
917,0,19,8,4,4,7,3,4,2,2,1
918,0,3,8,3,0,4,8,3,2,1,0
919,0,13,4,0,6,4,4,5,2,2,1
920,0,9,2,3,4,7,0,4,4,0,1
921,1,18,8,5,7,5,7,2,4,2,0
922,1,17,3,2,6,1,1,4,3,2,0
923,1,13,2,1,3,7,4,5,2,2,0
924,1,4,2,7,3,1,3,5,0,2,0
925,1,12,7,4,1,3,1,3,1,0,0
926,0,5,4,9,5,4,1,1,0,3,0
927,1,9,4,8,3,1,6,1,3,3,1
928,0,8,6,6,1,4,4,5,1,1,1
929,1,17,11,3,4,7,1,2,2,2,1
930,0,4,6,0,1,7,3,3,4,2,1
931,0,18,5,9,0,2,8,3,0,3,0
932,1,7,6,6,5,0,2,4,2,2,0
933,1,10,10,7,2,7,3,1,0,2,0
934,1,16,5,0,7,0,5,2,1,2,1
935,1,3,11,7,3,1,3,4,0,2,1
936,0,9,8,2,6,4,3,0,4,0,0
937,1,7,7,8,1,5,1,6,0,0,1
938,1,9,7,2,6,2,9,5,2,3,0
939,1,12,0,6,7,7,5,1,1,2,0
940,0,17,2,5,7,0,6,5,0,2,1
941,0,1,7,2,1,4,9,0,1,1,1
942,0,16,1,4,6,0,1,1,2,3,1
943,1,8,10,1,5,3,1,4,2,1,0
944,1,1,3,2,4,1,6,4,2,3,1
945,1,13,7,3,3,1,5,6,4,3,1
946,1,16,4,3,2,7,5,5,3,0,0
947,1,0,9,5,4,2,4,2,0,3,1
948,1,18,0,5,4,4,9,1,2,2,0
949,1,19,7,2,1,0,0,6,0,3,1
950,0,8,1,6,0,1,9,4,4,2,1
951,1,0,9,2,1,2,1,6,3,3,1
952,0,2,0,8,4,3,1,0,2,3,1
953,0,16,8,7,0,1,9,1,1,3,0
954,1,12,6,9,3,3,7,2,0,0,0
955,1,17,8,8,5,0,7,4,4,0,1
956,0,0,5,3,5,4,8,3,2,0,1
957,0,17,9,3,1,3,3,4,3,2,0
958,0,11,6,2,6,1,7,3,0,2,1
959,1,6,9,5,0,2,9,0,3,3,1
960,0,18,11,2,1,7,9,0,3,3,1
961,0,6,9,6,3,3,0,3,3,1,0
962,0,19,7,8,0,0,2,1,4,2,0
963,0,5,6,5,7,4,5,3,0,0,0
964,1,15,4,8,5,7,8,6,0,2,1
965,0,1,6,1,6,7,4,6,0,1,1
966,0,14,9,2,0,7,2,0,2,0,1
967,1,16,7,4,4,0,9,5,0,1,0
968,1,15,5,5,6,0,7,6,4,1,1
969,0,2,11,5,6,1,6,1,3,0,1
970,0,1,9,5,0,4,7,6,0,3,1
971,0,8,6,6,6,6,7,0,2,1,1
972,1,12,3,4,0,4,0,3,4,3,1
973,0,2,7,7,7,4,6,2,2,0,1
974,0,4,4,0,0,0,1,3,3,3,0
975,0,3,9,6,1,5,0,1,0,1,0
976,1,3,2,8,6,2,1,2,4,0,1
977,1,13,6,5,1,6,0,3,4,0,1
978,0,5,1,3,7,6,8,4,3,0,1
979,1,5,7,3,5,3,7,6,4,3,1
980,1,14,9,4,7,1,4,4,2,1,0
981,0,10,5,2,3,2,1,4,0,3,0
982,1,4,3,2,0,6,5,0,3,0,1
983,1,11,0,7,4,1,5,0,3,2,0
984,0,13,9,8,6,6,2,0,0,0,0
985,1,11,6,8,6,0,3,3,2,2,1
986,1,10,10,2,0,7,1,2,4,3,1
987,0,12,11,0,0,7,4,4,4,1,1
988,1,4,2,6,6,5,4,5,4,3,0
989,0,10,6,6,6,6,2,5,2,0,1
990,0,11,8,6,0,7,9,3,3,0,1
991,1,2,4,9,7,6,5,5,0,1,1
992,0,11,5,7,1,0,1,3,4,2,0
993,1,18,2,9,3,2,6,0,4,0,0
994,0,12,1,8,0,3,0,6,4,2,1
995,1,17,5,0,2,3,2,6,0,1,1
996,0,18,8,5,2,0,2,3,2,2,1
997,1,11,0,8,1,0,6,3,3,1,1
998,1,3,6,9,6,3,3,2,4,0,0
999,0,2,0,3,0,6,5,0,3,2,1
