TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
15607,1,18,5,3,2,1,1,5,2,2,1
15608,0,14,5,7,5,5,1,4,4,3,0
15609,1,1,7,6,5,4,4,1,3,0,1
15610,1,8,11,9,6,0,7,2,0,2,1
15611,0,19,11,9,6,7,7,2,0,1,1
15612,0,19,2,4,0,2,4,3,0,0,0
15613,0,5,7,2,6,7,3,6,2,0,1
15614,0,14,4,2,2,3,9,6,2,3,1
15615,0,8,7,4,3,6,3,0,0,3,0
15616,1,11,9,4,6,0,3,4,4,3,0
15617,1,14,9,7,5,4,5,4,4,0,0
15618,1,13,8,1,3,0,4,5,1,1,0
15619,1,8,1,8,5,4,4,2,0,1,1
15620,0,0,7,8,5,4,1,1,3,2,1
15621,0,8,2,3,3,7,3,4,4,1,1
15622,0,1,7,7,3,0,1,4,2,2,1
15623,1,11,11,4,4,7,1,5,2,0,1
15624,0,10,9,2,6,7,4,0,1,0,1
15625,0,3,2,2,1,7,1,5,2,2,1
15626,0,19,3,8,0,4,1,6,2,1,0
15627,1,9,3,4,3,6,0,4,4,1,1
15628,0,12,3,0,2,4,9,4,1,0,1
15629,1,8,4,8,2,4,5,1,2,1,1
15630,0,16,11,9,6,1,4,5,2,1,1
15631,1,11,4,5,3,6,6,4,3,1,1
15632,0,1,3,2,3,2,4,5,3,0,1
15633,1,7,2,8,1,4,2,1,3,1,1
15634,1,8,1,5,0,6,8,1,4,0,1
15635,0,8,9,5,3,5,0,0,1,3,0
15636,1,2,5,7,6,0,1,0,0,3,1
15637,0,5,0,7,2,1,3,3,1,0,1
15638,1,7,6,4,0,4,3,0,3,3,1
15639,1,4,3,3,1,5,2,3,0,2,0
15640,0,8,11,6,0,5,9,5,0,3,1
15641,1,19,4,1,2,6,0,2,4,1,1
15642,1,14,1,6,3,1,8,2,0,1,0
15643,1,10,4,1,5,2,0,2,1,1,0
15644,0,6,9,6,6,4,5,3,1,2,0
15645,0,3,2,1,3,2,8,0,2,0,0
15646,0,8,2,9,4,2,7,6,0,1,1
15647,0,2,9,9,6,2,2,2,2,0,1
15648,0,15,11,7,0,7,2,6,3,1,1
15649,0,9,7,2,1,7,5,4,3,2,1
15650,1,3,8,5,2,7,7,6,0,3,1
15651,0,17,6,0,2,6,5,3,1,2,1
15652,0,6,11,6,5,6,2,3,1,3,0
15653,0,11,3,6,0,3,1,6,1,3,0
15654,1,5,6,5,2,7,9,6,2,1,1
15655,0,1,10,1,1,4,7,0,0,2,1
15656,1,13,6,6,7,6,3,1,3,3,1
15657,0,4,0,0,4,0,3,2,2,3,0
15658,0,15,4,5,4,1,9,5,2,0,1
15659,1,7,7,2,5,1,4,6,4,0,1
15660,1,12,11,9,5,2,8,6,3,3,1
15661,0,13,7,3,1,5,8,6,3,2,0
15662,0,17,9,6,7,2,4,3,4,3,0
15663,1,9,4,3,3,6,3,4,3,0,1
15664,1,13,8,0,6,5,1,6,2,3,1
15665,1,2,3,8,3,4,1,3,4,3,1
15666,1,19,0,2,1,4,8,6,2,2,1
15667,1,10,6,3,6,5,8,3,2,3,0
15668,0,16,4,5,7,4,6,3,2,2,0
15669,0,6,11,6,6,0,0,0,0,1,0
15670,1,9,2,6,4,5,1,2,4,3,0
15671,1,15,3,8,1,3,1,5,0,3,1
15672,0,10,11,2,1,0,5,6,1,1,0
15673,0,17,10,5,1,2,7,0,4,3,1
15674,1,13,0,6,6,6,9,6,4,0,1
15675,1,14,8,1,6,2,3,6,0,3,1
15676,1,11,7,3,6,2,4,0,0,1,0
15677,0,15,0,1,5,7,3,4,1,1,1
15678,0,12,3,6,2,5,0,4,4,2,1
15679,1,11,2,1,1,2,4,3,2,0,0
15680,1,5,11,1,5,6,6,3,3,1,1
15681,0,15,10,5,3,7,8,3,3,1,1
15682,1,9,0,9,6,0,8,6,3,2,1
15683,0,16,9,3,5,7,1,3,0,0,1
15684,0,12,3,3,3,3,1,4,1,3,0
15685,1,12,5,5,5,7,7,5,0,2,1
15686,0,2,2,3,5,4,1,0,0,0,1
15687,0,18,4,0,0,6,9,5,2,0,1
15688,1,4,2,8,4,7,5,6,1,3,1
15689,0,9,8,7,5,6,4,4,1,3,0
15690,1,4,8,4,1,1,1,2,2,3,0
15691,1,3,3,9,1,1,5,3,0,0,0
15692,0,10,3,3,1,1,6,1,0,3,0
15693,0,19,10,5,0,7,9,4,1,1,1
15694,1,0,4,2,3,7,9,1,4,0,1
15695,0,2,6,4,4,0,3,1,0,0,1
15696,0,14,9,1,5,3,9,3,0,3,0
15697,1,9,2,3,4,2,2,2,3,1,0
15698,0,9,7,8,5,1,7,2,4,0,1
15699,1,18,6,1,3,3,9,5,0,0,0
15700,1,0,4,1,2,2,2,3,0,0,1
15701,0,1,1,4,1,1,5,4,1,1,1
15702,0,5,2,4,1,0,7,1,2,1,1
15703,1,2,10,3,4,7,5,1,0,3,0
15704,0,1,0,8,0,2,1,5,1,1,1
15705,1,10,4,9,2,5,2,2,3,3,0
15706,0,5,9,5,1,3,9,4,4,1,0
15707,1,5,2,1,2,7,9,0,0,0,0
15708,0,4,8,3,0,4,3,1,2,2,0
15709,1,6,7,6,2,4,6,2,0,3,0
15710,1,16,7,9,3,7,0,4,1,3,0
15711,1,9,11,4,4,2,9,2,3,3,1
15712,0,15,4,2,5,1,0,3,3,2,0
15713,0,6,6,8,7,3,9,5,2,1,1
15714,0,14,2,8,6,4,9,3,0,1,0
15715,0,15,11,7,7,7,8,2,4,3,1
15716,0,18,1,8,7,1,7,0,2,1,1
15717,1,11,6,3,6,7,5,5,1,0,0
15718,0,19,0,2,1,5,1,3,1,0,0
15719,1,3,10,5,2,6,1,2,1,1,1
15720,1,9,10,7,7,3,9,4,2,3,0
15721,1,14,11,3,3,3,5,4,0,0,1
15722,1,0,1,9,0,6,3,6,2,2,1
15723,0,16,0,9,7,4,5,6,2,1,0
15724,1,3,1,8,2,7,9,0,4,0,1
15725,1,3,4,8,4,5,6,3,2,3,1
15726,0,5,9,1,5,1,3,0,1,0,0
15727,1,12,1,6,4,5,9,0,4,3,0
15728,0,5,8,7,4,6,2,3,4,2,0
15729,0,19,10,1,3,1,0,0,0,1,0
15730,1,10,8,0,4,7,0,3,2,3,0
15731,0,11,10,9,6,4,4,4,0,1,0
15732,0,0,6,2,7,4,3,3,4,1,1
15733,0,14,0,3,0,6,7,6,2,0,1
15734,1,10,11,5,5,6,8,3,1,3,1
15735,0,4,0,6,2,5,3,0,1,3,1
15736,1,2,10,4,5,6,4,3,0,0,1
15737,1,10,0,7,7,3,9,6,2,2,1
15738,1,14,8,1,5,6,0,4,1,2,1
15739,1,9,7,5,5,4,1,1,2,2,0
15740,1,6,11,9,7,0,3,5,1,3,1
15741,1,2,2,3,1,5,8,3,4,2,0
15742,1,8,9,1,5,0,7,3,3,1,0
15743,0,12,1,6,3,4,3,4,4,0,1
15744,0,17,4,5,7,7,9,1,0,2,1
15745,1,17,5,9,1,1,1,1,3,2,1
15746,0,14,10,6,4,3,9,3,1,2,0
15747,0,1,4,4,2,7,0,0,4,3,1
15748,0,6,3,2,6,6,0,5,3,1,1
15749,0,8,0,8,2,3,4,4,1,3,1
15750,1,6,8,3,6,2,2,3,1,1,0
15751,0,11,8,7,7,4,5,0,0,0,0
15752,1,0,7,8,5,5,3,6,0,2,1
15753,1,2,2,4,0,6,5,1,2,3,1
15754,1,18,6,2,1,6,4,6,4,1,1
15755,0,1,0,8,3,5,4,1,4,3,1
15756,0,5,10,4,1,3,5,1,3,2,0
15757,0,9,1,6,5,2,6,5,3,1,1
15758,0,2,0,5,3,2,0,3,2,0,1
15759,1,5,11,8,1,7,2,4,0,3,1
15760,0,19,0,8,2,0,2,1,4,3,1
15761,1,8,2,8,4,3,9,1,3,0,1
15762,1,17,7,3,5,6,0,5,4,0,1
15763,0,10,7,6,3,4,2,4,2,0,0
15764,1,14,8,7,6,1,2,6,2,1,1
15765,0,13,1,9,5,1,0,1,4,3,1
15766,0,5,6,5,3,3,7,6,0,3,1
15767,1,1,6,4,3,5,9,2,3,2,1
15768,1,11,2,8,6,2,1,4,3,0,1
15769,1,13,11,2,4,3,4,0,4,1,1
15770,1,12,1,2,7,2,7,4,4,3,0
15771,1,13,11,4,7,5,3,6,3,0,1
15772,1,18,2,3,3,2,9,5,3,0,0
15773,0,6,4,3,7,4,4,3,4,0,0
15774,1,3,6,3,0,6,2,3,0,2,1
15775,0,3,1,2,0,1,9,1,4,0,1
15776,1,12,5,4,6,7,8,0,3,2,1
15777,1,11,10,3,3,6,0,1,1,1,1
15778,1,3,6,4,0,6,2,2,3,3,1
15779,0,8,9,5,4,3,7,3,4,2,1
15780,1,18,2,2,5,1,7,0,4,1,0
15781,0,19,4,5,7,4,9,4,3,1,0
15782,0,17,1,6,5,3,7,5,3,2,1
15783,0,18,1,7,5,6,3,5,0,2,1
15784,1,5,2,5,5,2,2,2,0,3,0
15785,0,2,6,7,2,5,5,6,1,3,1
15786,1,19,7,8,3,5,8,0,0,3,1
15787,0,2,0,6,7,0,0,2,3,2,1
15788,0,6,4,2,0,5,5,1,3,0,0
15789,1,14,10,2,5,6,9,4,0,1,1
15790,0,13,4,5,3,6,7,6,1,1,1
15791,1,17,0,4,6,2,0,2,2,0,0
15792,1,18,10,1,0,1,9,1,1,2,1
15793,0,19,11,6,6,0,7,2,3,2,1
15794,1,15,2,0,6,0,5,0,2,2,0
15795,1,3,5,7,3,1,9,5,1,3,1
15796,0,18,0,4,3,4,5,4,3,1,0
15797,1,2,8,5,5,3,6,6,3,3,1
15798,0,1,2,9,5,7,2,5,2,3,1
15799,0,7,8,9,1,7,3,4,2,0,1
15800,0,18,6,3,7,7,4,1,1,3,1
15801,0,6,7,2,4,3,4,3,3,2,0
15802,1,0,6,3,1,5,4,2,0,0,1
15803,1,6,3,8,1,0,8,6,1,2,1
15804,1,12,9,1,0,5,4,0,0,3,1
15805,0,5,0,9,3,3,3,4,0,1,0
15806,1,2,8,7,4,6,8,3,0,0,1
15807,1,16,5,4,2,1,2,6,3,0,1
15808,1,14,10,4,6,5,5,4,4,1,0
15809,1,14,3,0,0,6,3,0,3,2,1
15810,1,0,8,8,4,6,5,2,3,1,1
15811,0,16,11,0,1,4,7,4,3,0,1
15812,1,0,4,5,6,4,3,0,3,1,1
15813,1,17,9,0,2,5,4,4,3,2,0
15814,1,0,6,4,7,2,9,2,4,3,1
15815,1,9,11,1,0,0,8,4,3,1,1
15816,1,12,5,4,4,7,3,3,4,2,1
15817,0,4,0,7,0,0,2,5,4,2,1
15818,1,11,4,0,3,0,4,3,3,2,0
15819,1,16,4,6,3,2,0,5,0,1,0
15820,0,16,11,7,1,4,9,1,2,1,0
15821,1,6,11,0,0,7,3,3,4,0,1
15822,0,1,0,6,1,5,7,2,1,3,1
15823,0,8,4,2,0,6,2,2,3,2,0
15824,1,1,6,6,1,0,0,2,3,0,1
15825,1,14,1,5,6,1,5,2,4,3,0
15826,1,9,8,7,2,1,3,0,4,0,0
15827,0,8,10,1,3,0,9,5,3,1,1
15828,1,3,5,8,7,2,4,6,2,1,1
15829,1,16,3,7,7,7,6,4,0,0,0
15830,1,3,1,6,0,0,0,3,3,3,1
15831,0,0,10,6,2,6,6,1,1,0,1
15832,1,14,5,8,1,4,7,6,1,3,1
15833,0,12,4,2,1,2,1,2,0,0,0
15834,1,2,4,3,3,6,1,5,1,3,1
15835,1,14,2,7,1,1,5,3,4,1,0
15836,0,9,6,3,1,7,1,0,1,2,1
15837,0,16,6,2,0,3,2,2,0,1,0
15838,0,9,7,8,2,5,6,5,4,2,1
15839,0,14,10,3,3,1,0,0,2,2,0
15840,0,11,2,5,6,5,9,0,4,0,0
15841,1,7,5,7,4,0,8,6,0,2,1
15842,1,15,3,5,6,7,0,4,0,0,0
15843,0,12,0,0,0,1,8,5,2,3,1
15844,0,5,2,1,6,4,1,3,3,1,0
15845,0,19,1,3,5,1,3,2,1,0,1
15846,0,0,1,9,2,5,8,5,3,3,1
15847,0,3,8,6,5,6,9,2,0,1,0
15848,1,5,7,1,3,6,7,1,2,0,1
15849,1,7,10,2,1,1,1,2,1,2,0
15850,0,14,4,4,2,1,7,3,2,0,1
15851,0,13,0,6,6,4,9,6,2,2,0
15852,1,6,5,1,3,1,7,4,0,3,1
15853,0,4,3,4,2,5,7,6,2,1,1
15854,0,14,4,5,0,1,2,5,1,2,1
15855,0,1,9,9,6,2,6,6,0,2,1
15856,0,16,11,3,7,4,7,0,2,3,1
15857,1,5,9,8,4,7,8,6,1,2,1
15858,1,3,3,1,1,4,8,2,4,0,0
15859,1,6,8,7,7,1,3,4,3,1,0
15860,0,18,4,8,1,0,8,0,2,3,0
15861,1,19,6,3,5,6,9,2,4,0,1
15862,0,10,8,0,6,2,0,2,1,1,0
15863,1,15,3,7,6,7,0,6,1,0,1
15864,1,18,6,6,7,6,4,6,1,3,1
15865,0,4,3,7,5,4,3,3,4,1,0
15866,1,17,11,4,2,5,2,3,3,2,1
15867,1,13,0,3,7,1,5,6,4,1,1
15868,0,5,5,3,4,7,9,6,1,1,1
15869,0,19,3,5,6,0,3,2,1,2,0
15870,1,4,8,7,3,0,4,4,0,3,0
15871,0,11,11,4,1,1,4,4,1,0,0
15872,1,6,6,9,3,5,4,6,0,2,1
15873,1,2,2,0,1,6,0,1,1,0,1
15874,1,4,0,6,5,6,2,6,4,3,1
15875,0,5,3,9,6,6,8,0,3,1,0
15876,0,7,7,0,2,2,0,4,1,0,1
15877,1,15,8,5,7,1,8,3,4,1,0
15878,1,1,6,3,6,3,8,3,1,3,1
15879,0,5,5,0,3,7,7,1,1,1,1
15880,1,8,8,7,1,4,8,4,2,2,0
15881,0,10,0,1,1,7,9,5,1,1,1
15882,0,7,3,7,6,0,5,5,3,3,1
15883,0,7,11,1,4,7,1,2,1,1,1
15884,1,16,1,5,4,2,6,4,3,0,0
15885,0,13,3,4,2,5,2,2,1,0,1
15886,1,0,8,3,6,6,8,0,2,3,1
15887,1,15,8,4,5,1,5,4,4,1,0
15888,1,7,5,3,7,2,0,6,3,3,1
15889,1,7,4,3,6,3,3,1,2,2,0
15890,1,11,5,2,2,4,2,5,1,0,1
15891,1,12,0,4,0,7,4,3,3,2,1
15892,0,16,5,6,0,6,5,4,1,3,0
15893,1,2,6,8,7,3,0,6,4,2,1
15894,0,17,9,0,2,7,9,3,0,3,1
15895,1,17,8,7,7,6,5,0,0,3,1
15896,0,8,3,7,3,4,5,6,4,1,0
15897,0,15,3,7,0,1,1,1,2,3,0
15898,0,3,11,2,7,0,1,2,4,2,0
15899,1,1,6,0,3,4,7,4,2,3,1
15900,0,4,9,9,1,2,9,4,4,3,0
15901,0,11,1,7,4,4,2,5,1,0,1
15902,1,3,5,5,6,7,9,6,2,2,1
15903,1,3,4,5,2,5,0,4,4,2,0
15904,1,12,5,2,3,3,0,6,4,3,1
15905,0,18,7,7,4,1,6,5,4,3,1
15906,0,0,10,1,7,5,1,3,0,1,1
15907,0,3,4,8,0,4,2,1,4,2,0
15908,0,16,10,3,6,1,5,3,3,1,0
15909,0,6,8,0,4,6,1,2,2,0,0
15910,1,4,3,8,3,4,4,4,3,2,1
15911,0,13,11,8,4,4,0,0,4,1,0
15912,1,15,2,3,7,1,0,4,4,0,0
15913,1,11,10,1,5,0,0,3,1,0,0
15914,0,12,9,4,2,5,1,6,4,1,1
15915,0,12,11,0,6,7,5,0,3,0,1
15916,1,8,1,3,5,4,9,1,2,2,0
15917,0,11,4,5,1,3,1,5,3,1,1
15918,0,10,10,7,5,0,9,0,2,2,0
15919,0,2,11,9,1,0,4,4,4,1,1
15920,0,17,6,7,0,1,4,2,1,1,0
15921,1,11,5,7,1,4,2,3,2,2,1
15922,1,2,9,1,7,4,7,3,1,0,0
15923,1,14,5,1,1,3,3,5,0,2,1
15924,0,0,7,6,2,1,4,4,2,3,1
15925,1,4,10,9,2,6,5,2,4,2,1
15926,0,7,1,8,7,2,3,0,3,2,1
15927,0,19,0,5,1,2,3,1,0,1,0
15928,1,14,8,6,1,7,5,2,4,3,0
15929,1,10,7,0,5,7,5,6,4,0,1
15930,0,10,0,8,6,7,6,2,3,2,1
15931,0,5,11,4,2,1,5,4,3,3,1
15932,1,3,5,6,7,5,9,5,0,3,1
15933,0,18,2,4,7,2,6,6,3,3,0
15934,0,3,6,5,2,6,4,3,3,3,1
15935,1,19,1,6,6,6,5,1,2,1,1
15936,1,18,8,3,1,7,0,6,4,0,1
15937,0,13,8,9,3,5,0,4,3,3,0
15938,0,2,10,6,1,3,5,5,3,1,1
15939,1,13,10,9,0,2,6,0,4,0,1
15940,1,8,8,7,1,7,8,1,2,2,0
15941,0,9,0,2,6,6,2,6,1,1,0
15942,1,7,1,3,5,1,8,0,2,2,0
15943,0,10,10,0,5,4,8,0,4,1,0
15944,1,2,2,8,7,5,4,6,4,2,1
15945,0,18,1,4,6,3,9,6,3,3,1
15946,1,8,6,9,0,4,9,6,2,1,1
15947,0,17,4,7,7,6,7,6,4,0,1
15948,0,4,5,9,5,3,0,6,0,0,0
15949,1,9,1,9,2,6,8,6,3,0,1
15950,0,6,7,2,7,0,0,5,2,2,1
15951,1,10,10,2,5,5,1,1,3,0,0
15952,0,19,8,1,6,0,8,2,0,0,0
15953,1,4,5,7,0,0,2,0,4,1,1
15954,1,7,1,9,6,1,1,1,2,3,0
15955,1,5,3,3,7,0,6,3,3,3,0
15956,1,3,0,9,5,6,0,1,2,3,1
15957,0,16,9,1,3,5,2,1,0,0,0
15958,0,12,6,9,0,0,5,2,1,3,0
15959,0,12,1,3,4,1,0,0,1,3,1
15960,1,0,4,8,4,7,8,2,1,0,1
15961,0,8,3,0,2,6,1,1,1,3,1
15962,0,16,8,2,4,3,3,4,2,2,0
15963,0,2,2,1,0,6,7,6,0,0,1
15964,0,10,2,0,2,4,3,3,2,2,1
15965,1,2,3,0,2,3,8,2,2,2,0
15966,1,7,1,2,4,7,1,4,0,2,0
15967,1,2,2,2,3,6,3,1,0,3,1
15968,1,4,10,1,5,4,0,6,2,0,1
15969,0,2,6,3,6,4,8,1,3,3,1
15970,0,2,0,9,3,6,5,2,3,1,1
15971,1,16,1,7,5,7,0,5,2,3,0
15972,0,8,1,5,2,2,1,6,1,2,1
15973,0,19,9,9,5,3,6,5,2,2,1
15974,0,12,9,7,6,5,3,6,0,3,0
15975,1,6,10,3,7,1,1,5,4,3,0
15976,1,12,5,2,2,0,2,5,4,1,1
15977,0,5,11,5,0,6,5,4,3,0,0
15978,1,11,11,0,6,0,9,1,0,3,1
15979,1,16,3,4,4,1,1,4,3,3,0
15980,0,2,2,4,4,3,6,5,4,1,1
15981,1,12,8,1,6,5,1,4,2,2,0
15982,1,16,3,0,3,2,4,6,1,3,1
15983,0,0,2,9,1,6,1,0,1,2,1
15984,1,10,2,1,5,4,1,0,2,3,0
15985,1,19,10,9,3,3,1,1,1,3,0
15986,1,3,8,0,5,7,6,2,0,0,0
15987,0,12,2,7,3,3,3,5,2,1,1
15988,0,3,4,7,0,0,3,5,1,1,1
15989,0,16,3,4,5,2,6,2,3,1,0
15990,1,12,10,8,5,5,1,3,4,0,1
15991,1,15,10,9,7,7,4,0,4,3,0
15992,1,16,8,4,5,0,5,0,3,3,0
15993,1,12,7,2,4,4,4,5,0,2,0
15994,0,16,3,3,1,7,7,4,3,1,1
15995,0,9,8,7,0,2,8,6,2,0,0
15996,1,8,2,9,2,1,0,3,1,2,0
15997,1,16,5,1,7,1,7,1,3,3,1
15998,0,2,3,7,0,1,8,0,3,1,1
15999,1,16,11,5,6,4,4,5,0,0,1
16000,1,14,5,6,0,3,6,2,0,0,1
16001,1,14,9,0,2,0,2,0,2,0,0
16002,1,3,0,2,0,0,9,1,1,2,1
16003,1,15,11,0,6,3,7,0,2,0,1
16004,1,17,2,4,3,2,1,2,3,1,0
16005,0,18,0,8,7,5,6,3,1,0,0
16006,1,17,11,9,6,2,4,4,0,0,1
16007,0,0,4,3,1,1,7,2,4,1,1
16008,1,15,4,9,3,1,0,1,1,0,0
16009,1,4,0,4,4,6,9,0,3,2,1
16010,0,1,1,4,1,3,9,0,1,3,1
16011,0,18,2,7,5,1,0,6,0,3,0
16012,0,10,2,2,2,6,3,3,3,3,1
16013,1,5,0,4,7,0,9,5,4,0,0
16014,1,18,11,7,3,5,3,2,2,0,1
16015,1,4,2,0,6,7,3,0,3,1,0
16016,0,19,5,4,1,2,8,3,0,3,0
16017,0,7,3,0,0,4,1,5,4,1,1
16018,1,18,4,2,0,6,2,5,3,1,1
16019,0,19,6,5,5,7,3,6,1,0,1
16020,0,15,0,4,1,6,0,5,0,2,1
16021,1,13,7,4,2,4,3,2,0,0,0
16022,0,18,9,3,4,0,8,1,1,2,0
16023,0,6,0,9,1,5,5,4,3,1,0
16024,1,1,4,0,7,0,3,3,0,1,1
16025,1,10,1,4,4,4,2,1,4,1,0
16026,1,9,2,9,0,1,3,2,1,0,1
16027,0,13,0,5,5,5,9,5,4,3,1
16028,0,0,1,1,3,6,9,6,1,1,1
16029,0,5,8,6,7,0,9,3,0,1,0
16030,0,10,3,3,4,1,5,6,3,2,0
16031,1,15,5,6,3,0,1,3,4,3,1
16032,1,5,2,0,2,2,6,2,0,1,0
16033,0,4,6,4,0,6,7,1,4,2,1
16034,0,16,4,4,3,6,2,0,1,2,0
16035,1,19,11,1,1,2,6,6,4,3,1
16036,1,13,0,2,7,3,3,6,2,3,1
16037,0,19,6,1,1,1,2,3,3,1,0
16038,0,10,1,9,1,0,6,3,3,2,1
16039,1,2,3,1,6,7,8,3,1,1,0
16040,0,16,4,7,4,5,6,3,1,1,0
16041,0,1,3,0,3,6,6,4,1,1,1
16042,1,10,1,4,2,1,8,3,3,1,0
16043,1,10,11,7,2,3,6,3,3,3,1
16044,0,2,2,5,7,7,2,6,3,1,1
16045,0,2,7,7,3,0,2,6,3,1,1
16046,1,15,6,7,1,4,8,1,2,3,0
16047,0,10,9,2,2,7,8,2,3,0,1
16048,0,8,0,0,4,6,4,4,4,0,0
16049,0,0,2,6,6,1,1,4,0,0,1
16050,0,9,0,2,3,2,5,2,1,3,0
16051,1,11,2,7,3,6,9,3,1,2,1
16052,0,0,7,2,5,0,4,6,1,0,1
16053,1,14,11,5,6,6,7,1,3,3,1
16054,1,7,7,3,4,0,6,4,2,0,0
16055,0,5,5,7,3,1,9,3,0,0,0
16056,1,8,1,1,7,3,8,5,1,3,0
16057,0,13,5,7,0,3,0,2,3,1,0
16058,0,3,5,0,5,0,8,1,2,3,0
16059,1,13,11,1,4,6,8,5,0,1,1
16060,0,19,9,2,6,6,9,6,1,1,0
16061,0,13,9,7,4,1,9,2,0,0,0
16062,0,18,3,9,6,2,0,2,4,0,0
16063,0,18,10,8,7,0,5,4,1,2,0
16064,1,3,3,6,2,4,4,4,3,2,0
16065,1,13,0,1,5,0,8,5,4,1,0
16066,0,13,3,6,7,2,1,2,2,0,0
16067,0,2,4,7,5,1,3,3,0,2,1
16068,0,5,10,6,5,7,6,5,3,3,1
16069,1,16,6,9,4,4,5,1,1,1,0
16070,0,15,4,3,1,6,3,3,2,1,0
16071,1,14,2,8,7,7,9,2,0,0,1
16072,1,13,0,5,6,7,6,3,4,3,0
16073,0,3,7,3,5,5,5,6,2,0,0
16074,0,7,10,2,1,0,7,3,3,0,1
16075,1,18,0,0,4,7,2,6,0,2,1
16076,0,1,10,8,2,3,9,1,2,3,1
16077,0,16,9,7,0,0,4,6,1,0,0
16078,1,16,8,9,4,2,3,1,2,0,0
16079,0,5,8,6,5,3,8,3,3,2,0
16080,1,1,6,2,1,4,3,5,0,2,1
16081,0,5,5,7,0,3,3,1,1,0,0
16082,0,12,1,2,6,4,2,3,2,3,1
16083,0,18,6,1,6,5,4,1,1,2,0
16084,1,9,11,4,3,6,0,4,3,0,1
16085,0,8,5,2,5,7,4,1,2,3,1
16086,0,1,8,5,2,7,0,6,1,1,1
16087,0,16,5,1,7,7,0,1,0,2,1
16088,0,1,3,1,0,0,2,6,4,3,1
16089,1,16,6,9,6,7,2,6,4,0,1
16090,1,2,5,2,6,0,9,4,1,0,1
16091,0,17,3,6,5,5,5,3,1,1,0
16092,1,7,9,9,6,1,0,4,0,2,0
16093,0,2,0,8,6,7,2,2,3,1,1
16094,0,6,10,0,5,6,8,4,4,2,0
16095,1,9,1,2,0,7,4,1,4,1,1
16096,0,1,6,4,1,3,8,0,4,3,1
16097,1,11,10,3,7,1,3,2,1,2,0
16098,0,2,4,2,3,2,8,6,3,2,1
16099,1,11,7,2,5,2,9,3,1,0,0
16100,1,10,10,8,6,2,6,2,4,2,1
16101,0,12,8,6,1,4,2,5,1,0,1
16102,1,3,9,5,2,1,6,0,1,2,0
16103,1,18,3,3,2,3,3,2,4,1,0
16104,0,0,8,4,0,5,1,2,0,2,1
16105,1,6,11,7,5,2,1,5,3,1,1
16106,0,14,11,8,3,0,4,3,2,1,0
16107,0,19,8,3,6,0,4,3,0,2,0
16108,0,16,2,9,0,1,8,6,1,2,0
16109,1,3,4,0,5,7,8,4,0,2,0
16110,1,1,9,8,0,4,1,4,2,3,1
16111,0,16,7,4,2,3,5,1,4,3,1
16112,0,18,1,7,6,5,6,2,1,0,1
16113,1,2,6,3,3,7,1,2,2,0,0
16114,1,7,10,1,1,2,7,5,0,2,0
16115,1,8,6,0,3,6,5,0,1,1,1
16116,0,5,7,7,1,1,5,4,2,3,0
16117,0,9,8,3,4,5,0,6,2,0,0
16118,0,10,7,5,4,4,7,5,4,2,1
16119,0,18,7,6,4,3,7,3,3,3,1
16120,1,11,5,2,7,4,4,1,3,1,1
16121,1,19,9,8,2,2,6,5,0,1,1
16122,0,18,5,5,5,0,0,6,3,1,0
16123,1,2,7,6,7,3,8,0,2,3,0
16124,0,19,8,7,6,4,7,4,1,0,1
16125,0,0,4,6,3,7,9,5,4,2,1
16126,0,9,7,2,5,0,9,6,1,3,0
16127,1,11,3,5,5,5,0,3,4,3,0
16128,0,10,8,2,5,4,1,1,2,2,0
16129,0,14,8,5,3,0,7,6,2,2,1
16130,0,7,5,2,2,7,5,2,3,3,1
16131,1,12,6,8,0,1,6,3,1,3,1
16132,1,15,6,0,7,0,4,3,1,2,0
16133,0,11,6,0,3,1,9,2,2,3,0
16134,1,14,6,1,4,5,6,1,3,1,0
16135,1,14,4,7,2,7,0,2,4,1,0
16136,1,9,10,6,0,6,0,1,2,2,1
16137,0,12,7,5,0,6,1,4,2,0,0
16138,1,0,3,2,7,3,7,5,2,1,1
16139,0,0,0,5,3,7,3,5,0,1,1
16140,1,1,2,0,2,3,1,6,0,3,1
16141,1,17,5,0,7,1,9,2,3,3,1
16142,1,8,5,4,2,0,7,6,1,0,1
16143,1,2,3,5,3,5,0,0,1,1,0
16144,1,18,5,5,1,1,1,5,2,0,1
16145,1,8,8,9,3,2,1,2,0,3,0
16146,0,9,5,8,1,0,8,2,2,2,0
16147,1,18,10,8,1,3,0,6,1,2,1
16148,0,2,10,1,3,2,3,4,1,1,1
16149,1,4,8,4,5,0,0,2,2,1,0
16150,0,6,3,9,4,0,4,0,3,0,0
16151,0,5,8,2,3,2,0,4,1,1,0
16152,0,10,4,1,1,7,8,2,0,2,1
16153,1,14,7,4,3,3,4,2,1,2,0
16154,1,15,0,7,5,0,7,3,3,2,0
16155,1,14,5,3,5,1,5,6,2,1,1
16156,0,11,3,0,5,0,6,2,1,1,0
16157,1,7,8,0,1,4,5,0,2,3,0
16158,1,12,10,9,1,5,3,5,3,1,0
16159,1,17,4,6,1,1,5,1,4,1,0
16160,0,10,9,8,5,3,5,1,1,3,0
16161,1,5,9,1,7,7,3,6,1,0,1
16162,0,7,5,6,3,7,0,1,3,1,1
16163,0,6,0,6,1,0,8,3,3,0,0
16164,0,16,8,6,7,2,1,5,1,1,1
