TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
1822,male,1400,pants,pink,XXL,H&M,silk,Europe,Storefront,spring
1823,female,2000,shirt,white,XS,NET,cotton,Japan,amazon,spring
1824,female,1900,vest,red,M,GAP,acetate,America,shopee,spring
1825,male,300,vest,pink,S,GAP,acetate,Taiwan,Internet,spring
1826,female,1500,jack,black,XXXL,NIKE,lycra,China,amazon,summer
1827,male,500,louse,blue,XL,Unique,cotton,Canada,Storefront,winter
1828,female,300,vest,black,M,H&M,linen,America,Internet,fall
1829,male,700,uniforms,blue,M,Unique,linen,Canada,Internet,fall
1830,male,400,shirt,blue,XS,Adidas,polyester,Japan,Storefront,spring
1831,female,800,dress,yellow,XS,Adidas,rayon,Europe,Storefront,spring
1832,male,800,dress,red,XS,NET,rayon,Korea,Adidas,winter
1833,male,400,uniforms,black,M,Zara,nylon,Taiwan,shopee,spring
1834,female,1600,dress,green,XXL,NIKE,spandex,Japan,Internet,fall
1835,male,2000,uniforms,black,XL,H&M,acetate,Canada,amazon,summer
1836,male,800,shirt,yellow,XXL,H&M,lycra,America,shopee,summer
1837,male,1500,jack,pink,XXL,GAP,polyester,America,amazon,summer
1838,female,200,jack,pink,XXL,H&M,lycra,Japan,Storefront,summer
1839,female,1500,uniforms,Brown,XXL,Adidas,acrylic,Europe,amazon,winter
1840,female,300,shoes,white,XS,GU,silk,Canada,amazon,fall
1841,female,400,dress,Brown,L,GU,nylon,China,Internet,fall
1842,female,400,suit,purple,M,GAP,nylon,China,Internet,summer
1843,male,1300,pants,Brown,L,Zara,spandex,Canada,amazon,fall
1844,male,1500,coat,white,XL,Unique,linen,China,shopee,summer
1845,male,400,shoes,black,XL,GAP,linen,Japan,shopee,spring
1846,female,1300,jack,pink,S,H&M,linen,Canada,Storefront,winter
1847,male,100,garter,blue,L,GU,linen,Canada,shopee,summer
1848,female,1700,shoes,purple,L,NIKE,acrylic,Europe,amazon,summer
1849,male,100,suit,purple,M,Adidas,linen,China,Storefront,fall
1850,male,300,dress,red,XS,GU,spandex,Taiwan,Internet,summer
1851,male,1100,shirt,Brown,S,Unique,lycra,Canada,Adidas,winter
1852,female,1300,shoes,red,XL,GU,nylon,America,Internet,summer
1853,female,1600,sweater,yellow,XXL,Zara,rayon,Europe,amazon,fall
1854,male,1500,dress,blue,XXL,NET,acetate,Canada,amazon,winter
1855,female,1600,sweater,orange,S,H&M,silk,Japan,amazon,fall
1856,male,1100,jack,orange,M,NIKE,linen,Japan,Adidas,winter
1857,male,1000,sweater,black,S,NET,spandex,Europe,Storefront,fall
1858,male,1000,uniforms,blue,L,Zara,rayon,America,amazon,fall
1859,female,1500,suit,blue,S,GU,cotton,Canada,Adidas,summer
1860,female,2000,pants,orange,XXL,Unique,lycra,America,Internet,fall
1861,male,300,garter,blue,XXXL,Adidas,rayon,America,Adidas,spring
1862,female,500,louse,blue,XS,Unique,cotton,Japan,Internet,fall
1863,male,1400,uniforms,orange,XXXL,NIKE,silk,Japan,amazon,summer
1864,female,1100,uniforms,black,XS,Unique,linen,Canada,Storefront,summer
1865,male,600,shirt,green,S,GU,nylon,Taiwan,Internet,spring
1866,female,200,coat,red,XXL,H&M,acrylic,Europe,Internet,fall
1867,male,400,suit,blue,XL,H&M,acetate,Canada,Adidas,fall
1868,male,1500,coat,purple,XXL,NIKE,cotton,Taiwan,Storefront,spring
1869,female,1600,sweater,pink,L,GAP,nylon,Korea,amazon,winter
1870,male,800,vest,blue,XXXL,Adidas,cotton,Canada,shopee,summer
1871,female,200,jack,pink,L,Adidas,acetate,Japan,Adidas,fall
1872,male,1900,jack,pink,XS,Unique,linen,Canada,amazon,summer
1873,male,200,uniforms,purple,L,GAP,polyester,Korea,amazon,summer
1874,female,700,dress,Brown,XXL,H&M,acetate,America,shopee,spring
1875,male,200,shoes,Brown,XL,Unique,lycra,Korea,shopee,fall
1876,male,900,sweater,blue,XXL,GU,rayon,Korea,shopee,winter
1877,female,200,garter,red,S,Zara,linen,Taiwan,Storefront,summer
1878,male,600,louse,blue,XS,NIKE,polyester,Japan,shopee,fall
1879,male,700,uniforms,blue,XS,Zara,acrylic,Canada,Storefront,winter
1880,male,1600,louse,red,XSS,Adidas,cotton,Japan,amazon,summer
1881,female,1700,louse,pink,XSS,GAP,lycra,America,Internet,winter
1882,male,1600,uniforms,purple,XSS,Unique,acrylic,China,shopee,winter
1883,female,1300,vest,black,XXXL,GU,polyester,America,Internet,winter
1884,female,800,shoes,black,S,Zara,rayon,Taiwan,Adidas,spring
1885,female,2000,jack,green,XSS,NIKE,nylon,Canada,amazon,summer
1886,female,700,coat,Brown,XSS,GAP,cotton,China,amazon,spring
1887,female,800,shirt,white,XXXL,Adidas,acrylic,Taiwan,Internet,fall
1888,female,200,sweater,orange,L,Unique,silk,Europe,shopee,spring
1889,female,400,garter,Brown,S,NET,silk,Europe,amazon,spring
1890,male,800,louse,blue,XS,NET,lycra,Korea,amazon,fall
1891,female,1300,sweater,Brown,XXXL,H&M,cotton,America,Internet,winter
1892,female,500,shoes,white,XXXL,Zara,spandex,Japan,Storefront,fall
1893,female,1200,garter,black,XSS,Unique,silk,Japan,amazon,spring
1894,male,1800,pants,red,XS,GU,silk,America,amazon,spring
1895,female,500,vest,orange,XS,H&M,silk,Canada,Internet,fall
1896,male,100,sweater,pink,XSS,NET,rayon,Taiwan,Storefront,fall
1897,male,800,louse,black,XS,NET,polyester,Japan,amazon,summer
1898,male,400,shirt,pink,XSS,H&M,silk,Europe,Storefront,fall
1899,female,1700,uniforms,black,XS,Unique,spandex,Taiwan,Storefront,summer
1900,male,100,shirt,black,XXL,GAP,linen,Canada,Adidas,winter
1901,male,900,shoes,black,XXL,GU,rayon,Japan,Storefront,fall
1902,male,1400,sweater,yellow,XXL,GU,silk,Korea,shopee,summer
1903,male,2000,jack,purple,XXXL,Adidas,silk,Canada,Storefront,spring
1904,female,1000,garter,blue,M,Unique,rayon,Europe,amazon,fall
1905,female,500,sweater,red,M,GU,cotton,Taiwan,Storefront,fall
1906,female,1200,shoes,blue,XXL,H&M,lycra,China,Adidas,summer
1907,male,700,shirt,Brown,XSS,GAP,cotton,Japan,Internet,winter
1908,male,100,vest,pink,M,Zara,nylon,Japan,Adidas,fall
1909,male,1900,suit,white,XXXL,Adidas,cotton,China,Storefront,fall
1910,female,1000,shirt,purple,XXXL,NIKE,polyester,America,Internet,spring
1911,male,1400,suit,yellow,XSS,Zara,acetate,Taiwan,Storefront,summer
1912,male,1600,garter,red,S,Adidas,cotton,America,Adidas,winter
1913,male,2000,dress,red,L,GAP,polyester,Taiwan,shopee,spring
1914,female,600,vest,purple,M,Zara,linen,Japan,Internet,spring
1915,female,1800,jack,black,XL,Zara,silk,Canada,shopee,spring
1916,female,800,shirt,Brown,XXXL,NET,linen,Europe,Adidas,fall
1917,female,200,vest,Brown,L,Zara,acrylic,Korea,shopee,summer
1918,female,400,coat,white,L,NIKE,cotton,China,Adidas,summer
1919,female,1100,jack,pink,XSS,Adidas,silk,Canada,amazon,fall
1920,male,1000,sweater,yellow,XS,GAP,lycra,America,shopee,fall
1921,male,1800,vest,white,S,GAP,linen,America,Internet,fall
1922,male,800,shoes,red,XL,NET,linen,Canada,Internet,winter
1923,male,1300,garter,blue,XXXL,Adidas,linen,Canada,Internet,spring
1924,male,1500,shirt,white,M,GU,lycra,America,Storefront,spring
1925,male,1000,pants,red,XSS,Adidas,rayon,Japan,amazon,winter
1926,female,800,garter,blue,L,Adidas,polyester,Japan,Storefront,spring
1927,female,2000,vest,Brown,S,H&M,acrylic,America,Adidas,summer
1928,female,1000,sweater,blue,XSS,NIKE,rayon,Canada,Adidas,winter
1929,male,200,garter,red,XXL,H&M,spandex,America,amazon,summer
1930,male,1000,suit,purple,XXL,GAP,acetate,Europe,Internet,summer
1931,male,700,sweater,black,XL,Zara,rayon,China,shopee,fall
1932,male,800,coat,blue,L,Zara,nylon,Europe,Storefront,winter
1933,female,1300,garter,pink,XL,NIKE,nylon,Canada,shopee,summer
1934,female,2000,vest,purple,XXL,GAP,silk,Taiwan,Storefront,winter
1935,female,1500,suit,red,XXXL,GU,linen,Canada,Internet,fall
1936,female,500,jack,purple,XS,Unique,acrylic,Europe,amazon,fall
1937,female,1300,uniforms,red,XS,Zara,spandex,Canada,Adidas,spring
1938,male,700,shoes,white,L,GAP,polyester,Europe,amazon,winter
1939,female,2000,pants,purple,XL,Adidas,cotton,Canada,Internet,fall
1940,male,1800,shirt,red,XXXL,GU,spandex,Canada,shopee,fall
1941,female,2000,shoes,green,L,GAP,acrylic,Korea,Storefront,summer
1942,male,1300,garter,yellow,S,NIKE,linen,America,shopee,summer
1943,female,400,vest,pink,S,Adidas,spandex,Korea,amazon,spring
1944,female,900,suit,purple,XXXL,NET,rayon,Japan,Storefront,spring
1945,male,1000,louse,yellow,XSS,Zara,silk,Canada,Internet,summer
1946,male,700,shoes,black,M,Unique,linen,Japan,amazon,winter
1947,female,600,dress,white,XL,Zara,lycra,Japan,Adidas,spring
1948,male,1900,sweater,purple,S,GAP,acetate,Korea,Internet,fall
1949,male,1100,jack,green,XL,Zara,spandex,Europe,amazon,summer
1950,male,300,pants,red,M,GAP,nylon,America,shopee,fall
1951,male,2000,shirt,red,M,Unique,acetate,Taiwan,Internet,fall
1952,male,200,shirt,purple,M,Zara,acetate,Canada,Storefront,fall
1953,female,2000,sweater,orange,M,NIKE,cotton,China,shopee,fall
1954,female,1300,garter,blue,S,H&M,linen,Korea,amazon,spring
1955,female,400,jack,purple,L,GU,cotton,China,shopee,spring
1956,male,1300,shirt,purple,XXL,NIKE,cotton,China,Adidas,fall
1957,male,300,coat,white,S,NIKE,polyester,Europe,shopee,winter
1958,male,1200,coat,black,S,NIKE,spandex,Korea,amazon,summer
1959,female,1500,dress,Brown,XS,H&M,nylon,America,Internet,spring
1960,male,100,louse,pink,XSS,NIKE,polyester,Japan,Storefront,winter
1961,female,1800,vest,yellow,XS,GU,cotton,Canada,Adidas,fall
1962,male,500,sweater,yellow,XSS,Zara,polyester,Japan,Adidas,summer
1963,male,1800,dress,yellow,XL,H&M,acetate,China,amazon,winter
1964,female,500,vest,Brown,M,Adidas,nylon,Canada,Storefront,fall
1965,female,1000,jack,red,XSS,NET,polyester,Taiwan,shopee,winter
1966,male,1300,shoes,green,XXXL,GAP,acetate,Canada,shopee,winter
1967,male,1000,coat,blue,XXL,NET,silk,China,Internet,spring
1968,female,1800,louse,blue,XXL,NIKE,silk,Japan,shopee,summer
1969,female,1200,garter,purple,XS,GU,acrylic,Europe,Internet,spring
1970,male,200,pants,white,XXXL,GAP,lycra,Europe,Internet,summer
1971,female,500,suit,green,XS,Unique,lycra,Taiwan,amazon,spring
1972,female,200,coat,purple,S,NET,acrylic,Europe,shopee,winter
1973,female,1900,garter,blue,XXL,GAP,acetate,America,amazon,winter
1974,female,1300,dress,orange,L,GAP,silk,Japan,Internet,winter
1975,female,1900,dress,white,XXXL,GU,cotton,Taiwan,shopee,winter
1976,male,400,dress,purple,L,Adidas,linen,Europe,Adidas,fall
1977,male,1300,shirt,purple,M,H&M,acrylic,America,Storefront,winter
1978,male,200,shoes,white,XXXL,NIKE,silk,America,Storefront,spring
1979,female,800,garter,blue,L,Unique,acetate,America,Adidas,winter
1980,female,1900,louse,blue,XS,GU,silk,Canada,Storefront,fall
1981,male,300,suit,black,M,NET,polyester,China,shopee,summer
1982,male,500,coat,orange,S,NET,polyester,America,Storefront,fall
1983,female,1100,louse,black,M,NET,linen,Europe,Internet,spring
1984,male,100,pants,red,M,Zara,silk,Japan,Adidas,spring
1985,female,600,vest,black,XS,H&M,polyester,Europe,Internet,spring
1986,male,900,uniforms,pink,XS,GU,silk,Taiwan,Adidas,spring
1987,male,600,garter,white,S,H&M,nylon,Taiwan,Storefront,winter
1988,female,700,jack,purple,XL,Unique,acetate,Canada,shopee,summer
1989,female,1500,pants,blue,L,GAP,spandex,Europe,Storefront,summer
1990,male,900,sweater,blue,XXXL,Unique,silk,Japan,shopee,fall
1991,male,1500,coat,white,XSS,GAP,nylon,America,shopee,spring
1992,female,600,pants,blue,XL,NIKE,nylon,Korea,Storefront,spring
1993,male,1300,garter,orange,M,GAP,acetate,China,amazon,fall
1994,male,500,pants,green,XL,Adidas,acetate,Korea,Adidas,fall
1995,male,1800,dress,orange,S,GAP,linen,Canada,Internet,spring
1996,female,200,vest,orange,L,Adidas,acetate,Taiwan,shopee,summer
1997,female,300,pants,red,S,GAP,linen,China,shopee,spring
1998,male,1600,garter,pink,S,H&M,acetate,Canada,shopee,winter
1999,male,100,coat,red,XXXL,GU,nylon,Korea,Internet,fall
2000,female,1300,shirt,blue,XXL,NET,silk,America,Adidas,fall
2001,female,1800,louse,green,XS,Unique,acetate,China,shopee,fall
2002,female,300,louse,yellow,S,Adidas,acrylic,Taiwan,shopee,winter
2003,female,1600,shirt,red,XS,NET,acetate,Japan,amazon,summer
2004,male,1600,jack,Brown,XL,H&M,polyester,Europe,Adidas,winter
2005,male,1800,jack,pink,XS,NET,acrylic,Japan,Internet,fall
2006,male,1300,louse,green,M,GU,lycra,Korea,Internet,summer
2007,male,1300,coat,orange,XSS,H&M,cotton,Japan,Internet,fall
2008,male,1000,uniforms,pink,XXXL,Adidas,acrylic,America,Internet,spring
2009,female,1200,louse,blue,M,Adidas,linen,China,shopee,summer
2010,female,1700,dress,pink,XSS,Zara,rayon,China,Internet,winter
2011,male,2000,jack,Brown,M,Zara,silk,Taiwan,Internet,winter
2012,female,500,coat,yellow,XXL,Unique,spandex,Korea,Internet,winter
2013,female,1000,sweater,pink,XL,GAP,rayon,Europe,Internet,fall
2014,male,700,uniforms,red,XSS,Unique,rayon,Canada,Storefront,summer
2015,female,1000,suit,Brown,XXXL,H&M,cotton,Europe,amazon,spring
2016,male,1900,shoes,yellow,XXL,NET,rayon,Taiwan,shopee,fall
2017,female,600,sweater,pink,XS,NET,spandex,Canada,Internet,winter
2018,male,1200,louse,green,XSS,GU,linen,America,Adidas,fall
2019,female,1200,coat,yellow,XL,GU,polyester,Japan,shopee,fall
2020,female,1000,coat,red,S,H&M,lycra,Europe,Adidas,winter
2021,female,200,dress,orange,XXXL,NIKE,polyester,Korea,Internet,summer
2022,female,500,shirt,orange,XL,NET,spandex,America,shopee,winter
2023,female,1400,dress,Brown,XXL,NIKE,nylon,Europe,Storefront,summer
2024,male,1400,shirt,green,S,Zara,acrylic,China,Storefront,winter
2025,female,1500,shoes,green,XSS,NET,nylon,Korea,amazon,winter
2026,female,1600,louse,Brown,XXL,GAP,polyester,China,shopee,fall
2027,female,1000,suit,white,XXXL,Zara,rayon,Korea,shopee,summer
2028,male,300,pants,white,M,Adidas,acetate,Japan,shopee,winter
2029,female,1700,shirt,green,XSS,NIKE,rayon,Canada,Adidas,winter
2030,female,200,garter,white,XS,NIKE,silk,Korea,amazon,spring
2031,female,1500,suit,blue,XXL,H&M,acetate,China,amazon,summer
2032,male,1400,vest,orange,L,Unique,cotton,Europe,amazon,summer
2033,female,600,coat,black,M,NIKE,lycra,Japan,shopee,fall
2034,female,700,coat,purple,L,NET,silk,America,Storefront,spring
2035,female,100,vest,red,XXXL,GU,rayon,America,Internet,summer
2036,female,200,jack,blue,XXXL,NET,nylon,Europe,Internet,winter
2037,male,1900,pants,pink,M,Adidas,rayon,America,Internet,winter
2038,female,1300,pants,yellow,XS,Unique,nylon,Korea,Adidas,fall
2039,male,1800,shoes,Brown,XXXL,NIKE,acrylic,America,Internet,summer
2040,male,1000,shoes,yellow,XL,GU,cotton,Canada,Storefront,fall
2041,male,400,uniforms,red,XXXL,Adidas,nylon,Canada,Storefront,winter
2042,male,400,vest,Brown,S,Zara,cotton,China,Internet,spring
2043,female,2000,shirt,white,XSS,GAP,linen,China,amazon,spring
2044,female,800,vest,white,XXXL,NET,acrylic,Korea,Storefront,spring
2045,female,700,louse,Brown,XL,NET,lycra,Taiwan,Storefront,spring
2046,male,800,garter,orange,L,Zara,acrylic,Canada,amazon,winter
2047,female,600,uniforms,red,L,Adidas,silk,Canada,Storefront,spring
2048,male,800,garter,yellow,XSS,GU,nylon,Canada,Adidas,winter
2049,male,400,jack,green,XXL,Adidas,lycra,America,amazon,spring
2050,male,2000,shoes,yellow,XXL,Zara,cotton,Europe,amazon,spring
2051,female,800,shoes,white,M,NET,silk,Korea,Storefront,summer
2052,female,600,pants,black,XSS,H&M,linen,Japan,Storefront,winter
2053,male,800,shoes,pink,M,Adidas,polyester,Japan,amazon,spring
2054,female,1700,shoes,pink,XS,NET,cotton,China,Adidas,spring
2055,female,2000,dress,red,XL,NIKE,acrylic,Korea,Internet,spring
2056,female,1000,shoes,green,S,H&M,cotton,Taiwan,amazon,summer
2057,female,200,vest,yellow,M,NIKE,spandex,Japan,Internet,fall
2058,female,1400,garter,pink,XS,Adidas,linen,Korea,Adidas,spring
2059,female,1400,shoes,black,S,Adidas,lycra,Japan,amazon,fall
2060,female,1200,suit,green,S,NET,spandex,Taiwan,Internet,summer
2061,female,700,sweater,white,M,H&M,cotton,Japan,shopee,spring
2062,male,1100,shoes,orange,S,GAP,spandex,Europe,shopee,spring
2063,male,400,vest,Brown,M,NIKE,polyester,Canada,Storefront,summer
2064,female,1900,suit,orange,S,Unique,lycra,Korea,Adidas,winter
2065,female,1500,pants,white,M,GAP,acetate,Europe,Adidas,spring
2066,female,100,shoes,pink,XL,Unique,silk,China,shopee,fall
2067,female,400,vest,yellow,L,NIKE,cotton,Japan,shopee,summer
2068,male,1900,louse,purple,XXXL,NET,cotton,Taiwan,Adidas,spring
2069,male,2000,suit,blue,XXL,NIKE,acrylic,Japan,Adidas,spring
2070,female,2000,suit,blue,L,GU,cotton,Canada,amazon,fall
2071,male,600,jack,green,XS,GAP,rayon,Canada,Adidas,winter
2072,male,100,uniforms,purple,M,Adidas,polyester,Canada,shopee,spring
2073,male,1700,dress,green,M,Adidas,spandex,China,Storefront,spring
2074,male,1400,suit,red,S,GAP,acrylic,Europe,amazon,spring
2075,male,700,sweater,blue,M,GU,spandex,Korea,shopee,fall
2076,male,1700,pants,white,XL,H&M,spandex,Taiwan,shopee,summer
2077,female,1000,louse,orange,M,GU,acrylic,Korea,Storefront,summer
2078,male,600,vest,green,XSS,NET,linen,Japan,Internet,fall
2079,female,1800,shoes,orange,XXL,NET,linen,Canada,Storefront,summer
2080,male,1800,pants,Brown,XXXL,Adidas,lycra,America,amazon,summer
2081,male,1000,dress,red,XS,GU,lycra,Canada,amazon,spring
2082,female,1000,louse,purple,M,GAP,cotton,China,Adidas,fall
2083,female,2000,dress,green,XSS,Adidas,polyester,China,Adidas,spring
2084,male,100,dress,orange,L,H&M,spandex,America,amazon,winter
2085,female,200,vest,blue,XXL,Zara,spandex,China,shopee,winter
2086,male,1400,louse,white,XXL,GU,nylon,America,Storefront,fall
2087,male,500,vest,orange,XXL,Adidas,rayon,Taiwan,Storefront,fall
2088,male,2000,shoes,blue,S,NIKE,spandex,Europe,shopee,winter
2089,male,1800,shoes,orange,L,Zara,acetate,China,Internet,winter
2090,male,2000,vest,white,L,H&M,nylon,Europe,Internet,fall
2091,male,1100,vest,pink,S,Adidas,acrylic,Canada,Storefront,winter
2092,female,700,dress,purple,L,Zara,spandex,America,amazon,spring
2093,male,900,coat,red,XL,NIKE,lycra,Taiwan,Adidas,summer
2094,female,1700,vest,pink,XXXL,NIKE,linen,Japan,amazon,fall
2095,female,1200,coat,blue,XXXL,GAP,acrylic,Korea,Storefront,fall
2096,male,900,sweater,purple,XSS,Adidas,acetate,Japan,amazon,fall
2097,male,700,vest,white,XXXL,GU,rayon,China,Internet,spring
2098,female,1900,vest,pink,M,GU,silk,Canada,Internet,spring
2099,female,1800,suit,orange,M,H&M,acetate,Japan,amazon,fall
2100,female,1100,jack,pink,XXXL,NET,silk,Canada,Storefront,winter
2101,female,1600,louse,purple,XXL,NET,rayon,China,shopee,winter
2102,male,1900,sweater,green,XSS,GU,polyester,Korea,Adidas,summer
2103,female,200,louse,red,XS,GAP,polyester,America,Internet,fall
2104,female,1200,jack,black,XXXL,GU,lycra,Europe,amazon,summer
2105,female,1000,pants,Brown,XL,GU,cotton,Korea,Internet,winter
2106,female,1300,uniforms,pink,S,NET,silk,China,Adidas,fall
2107,male,700,uniforms,green,XL,H&M,linen,Korea,shopee,winter
2108,male,1000,garter,orange,M,Zara,silk,Taiwan,Storefront,fall
2109,male,300,pants,Brown,XL,NET,silk,Canada,Internet,winter
2110,male,400,coat,blue,XL,Unique,lycra,America,Storefront,fall
2111,female,500,vest,yellow,XXXL,Unique,acrylic,Europe,amazon,fall
2112,female,100,pants,blue,XXL,GU,lycra,Taiwan,Adidas,summer
2113,female,1000,dress,green,XXXL,NIKE,linen,America,Internet,fall
2114,female,400,garter,Brown,S,GAP,spandex,Japan,amazon,winter
2115,female,800,pants,white,XXL,NIKE,polyester,Taiwan,shopee,winter
2116,female,1200,garter,purple,XL,GAP,cotton,Japan,Storefront,winter
2117,male,700,jack,purple,S,NET,spandex,China,Storefront,spring
2118,female,600,vest,black,XS,Zara,linen,Europe,amazon,summer
2119,male,1600,suit,black,XXL,Zara,acetate,Europe,shopee,winter
2120,male,100,garter,orange,XS,NIKE,cotton,Taiwan,Internet,fall
2121,female,100,pants,blue,XSS,NIKE,acrylic,Japan,Internet,spring
2122,male,1300,shirt,Brown,XXXL,H&M,acrylic,Europe,shopee,winter
2123,male,1800,louse,Brown,XS,NET,spandex,Canada,Internet,spring
2124,male,1100,sweater,purple,XSS,H&M,acrylic,Europe,Adidas,winter
2125,male,200,vest,blue,XL,GAP,lycra,Taiwan,Adidas,fall
2126,female,1100,jack,purple,S,NET,nylon,Europe,Internet,spring
2127,male,300,shirt,white,XXL,GU,nylon,Canada,Internet,fall
2128,male,100,jack,pink,XXXL,NET,lycra,Japan,shopee,fall
2129,male,1100,jack,white,XXL,NIKE,lycra,Japan,Storefront,spring
2130,male,400,jack,black,XXL,GU,spandex,Europe,shopee,spring
2131,male,1500,shirt,yellow,S,GU,silk,Japan,Internet,summer
2132,male,1200,coat,orange,XXL,GU,rayon,Japan,Storefront,spring
2133,male,1500,vest,pink,XXL,Adidas,acrylic,Canada,amazon,summer
2134,female,300,sweater,green,XS,Adidas,polyester,Taiwan,amazon,winter
2135,male,1700,shirt,pink,L,NET,polyester,China,Adidas,spring
2136,female,700,suit,yellow,XXL,GAP,rayon,Canada,Adidas,winter
2137,female,1600,jack,red,XXXL,GU,cotton,Korea,shopee,summer
2138,female,1200,pants,pink,M,NIKE,acetate,Canada,amazon,spring
2139,male,100,pants,green,XS,GAP,silk,Canada,amazon,winter
2140,male,2000,shoes,purple,XXXL,Adidas,cotton,China,shopee,summer
2141,female,1200,shirt,orange,XXXL,Unique,polyester,Taiwan,amazon,winter
2142,female,700,jack,black,XS,Unique,polyester,China,shopee,winter
2143,male,800,pants,black,S,Zara,lycra,Korea,Storefront,spring
2144,female,700,louse,blue,XSS,NET,silk,China,Adidas,spring
2145,female,2000,louse,black,M,NIKE,rayon,Canada,Adidas,summer
2146,female,2000,suit,blue,L,GU,acrylic,Korea,Adidas,winter
2147,male,100,jack,pink,M,H&M,cotton,Taiwan,Internet,spring
2148,male,1300,dress,blue,M,GU,lycra,Europe,Adidas,fall
2149,male,1100,dress,white,L,Adidas,acetate,Korea,amazon,fall
2150,female,1900,sweater,red,S,NIKE,acetate,Europe,Internet,summer
2151,male,1000,sweater,white,XXL,GAP,spandex,Europe,Internet,spring
2152,female,700,garter,Brown,S,NET,cotton,America,Internet,summer
2153,female,1700,coat,pink,M,NET,nylon,China,Internet,fall
2154,male,600,garter,white,XXXL,Unique,silk,Korea,Adidas,summer
2155,female,800,suit,white,S,H&M,cotton,Canada,Internet,spring
2156,male,200,sweater,white,XXL,NIKE,linen,China,Storefront,summer
2157,male,2000,dress,Brown,XL,Zara,cotton,Taiwan,shopee,fall
2158,female,1800,jack,blue,XSS,NET,nylon,Korea,shopee,spring
2159,female,200,garter,black,S,Unique,acrylic,Korea,Adidas,spring
2160,male,1400,coat,blue,XL,H&M,spandex,Europe,Adidas,spring
2161,male,900,dress,purple,L,NIKE,rayon,Korea,amazon,spring
2162,female,500,shoes,Brown,S,NIKE,silk,Canada,Internet,winter
2163,female,500,shirt,white,XS,NET,acetate,Korea,Storefront,spring
2164,male,100,sweater,Brown,L,Zara,polyester,China,shopee,fall
2165,female,1100,suit,green,XSS,NET,cotton,Korea,shopee,fall
2166,female,600,vest,yellow,XL,NET,acrylic,Japan,Internet,fall
2167,male,900,jack,Brown,S,GU,acetate,America,shopee,fall
2168,female,1700,shirt,pink,M,Zara,acetate,America,Adidas,spring
2169,female,1900,sweater,pink,S,Unique,acetate,Taiwan,shopee,spring
2170,male,400,vest,green,S,Adidas,silk,Korea,amazon,summer
2171,male,800,sweater,orange,L,Zara,cotton,Korea,shopee,summer
2172,female,700,sweater,Brown,XL,H&M,linen,America,Internet,winter
2173,female,700,louse,purple,XXXL,Zara,rayon,Canada,Adidas,fall
2174,male,1000,vest,white,M,NIKE,polyester,America,Storefront,summer
2175,female,800,louse,pink,L,NIKE,nylon,America,shopee,fall
2176,male,1800,suit,orange,L,Unique,linen,Korea,Adidas,winter
2177,female,1600,jack,Brown,S,GU,silk,Japan,shopee,summer
2178,female,1200,uniforms,black,XXL,Zara,linen,Taiwan,Internet,summer
2179,male,1300,suit,orange,XS,GU,cotton,Europe,Storefront,spring
2180,female,400,shirt,pink,L,Adidas,silk,Korea,amazon,spring
2181,male,900,garter,yellow,XS,Zara,cotton,China,shopee,fall
2182,male,900,suit,green,L,H&M,lycra,Japan,Adidas,summer
2183,male,1600,uniforms,black,XS,Zara,acetate,Taiwan,Adidas,fall
2184,female,1600,shirt,purple,XXL,Adidas,cotton,China,Adidas,fall
2185,male,1900,vest,white,M,GAP,cotton,Korea,amazon,winter
2186,male,500,suit,white,XXL,Adidas,rayon,Canada,Storefront,fall
2187,male,100,shoes,black,L,Unique,silk,Canada,Storefront,summer
2188,female,1900,suit,orange,S,Unique,cotton,Europe,Internet,spring
2189,female,700,uniforms,green,XSS,Adidas,linen,Canada,shopee,summer
2190,male,700,garter,purple,XS,Adidas,lycra,Taiwan,amazon,summer
2191,male,100,shirt,purple,M,Unique,polyester,Taiwan,shopee,spring
2192,male,1100,pants,orange,M,GAP,lycra,Europe,Storefront,winter
2193,female,800,shirt,orange,M,Zara,acrylic,Korea,shopee,spring
2194,female,1000,shirt,Brown,L,NIKE,spandex,China,Adidas,winter
2195,female,1000,pants,black,XL,H&M,rayon,China,amazon,summer
2196,female,800,suit,purple,L,H&M,linen,China,Adidas,winter
2197,female,1700,coat,white,XXXL,Zara,polyester,Korea,amazon,fall
2198,female,1300,louse,white,L,Unique,spandex,Taiwan,Internet,spring
2199,female,1900,uniforms,Brown,M,Unique,acrylic,Taiwan,Internet,spring
2200,female,800,uniforms,blue,L,H&M,rayon,Canada,Internet,winter
2201,female,1400,shoes,yellow,XS,Adidas,polyester,Canada,amazon,summer
2202,female,1500,garter,purple,XXXL,Unique,polyester,Taiwan,Internet,fall
2203,female,1900,shirt,blue,XXL,Unique,polyester,Taiwan,Storefront,winter
2204,female,300,jack,black,S,NIKE,spandex,Europe,shopee,summer
2205,female,1300,shoes,yellow,XXL,Zara,nylon,Europe,shopee,fall
2206,female,400,shoes,blue,S,Zara,polyester,Canada,Storefront,spring
2207,male,1700,suit,orange,XXL,NIKE,polyester,Taiwan,Adidas,winter
2208,male,1400,garter,red,XXXL,H&M,acetate,Korea,amazon,summer
2209,male,1100,uniforms,purple,L,NET,rayon,Japan,amazon,fall
2210,female,800,coat,red,S,H&M,polyester,Korea,Storefront,summer
2211,female,200,uniforms,green,L,GAP,acrylic,China,Adidas,summer
